"id","title","slug","status","url","categories","content_type","intent","phase","product","level","words","h2","internal_links","external_links","has_problem_solution","featured_image_id","featured_image_url","featured_image_alt","featured_image_width","featured_image_height","featured_image_ratio","seo_title","seo_description","priority","issues"
"3332","Osnovni higijenski plan za kućnu preradu mesa","osnovni-higijenski-plan-za-kucnu-preradu-mesa","publish","https://drycured.com/2026/06/06/osnovni-higijenski-plan-za-kucnu-preradu-mesa/","Enciklopedija znanja","practical_guide","safety","preparation","general_multiple_products","beginner","1273","19","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3333","Hladni lanac u domaćoj preradi mesa: kako spriječiti topli nadjev i loš presjek","hladni-lanac-u-domacoj-preradi-mesa","publish","https://drycured.com/2026/06/06/hladni-lanac-u-domacoj-preradi-mesa/","Enciklopedija znanja","practical_guide","safety","preparation","sausages_salami","beginner","1284","20","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3334","Sigurnosni semafor suhomesnatih proizvoda: kada nastaviti, usporiti ili odbaciti","sigurnosni-semafor-suhomesnatih-proizvoda","publish","https://drycured.com/2026/06/06/sigurnosni-semafor-suhomesnatih-proizvoda/","Enciklopedija znanja","troubleshooting","safety","general_process","general_multiple_products","beginner","1280","20","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3335","Kako označiti šaržu suhomesnatih proizvoda: naziv, datum, masa i trag procesa","kako-oznaciti-sarzu-suhomesnatih-proizvoda","publish","https://drycured.com/2026/06/06/kako-oznaciti-sarzu-suhomesnatih-proizvoda/","Enciklopedija znanja","practical_guide","tools","general_process","general_multiple_products","beginner","1294","20","7","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3336","Kada ne početi šaržu: znakovi da proizvodnju treba odgoditi","kada-ne-poceti-sarzu-suhomesnatih-proizvoda","publish","https://drycured.com/2026/06/06/kada-ne-poceti-sarzu-suhomesnatih-proizvoda/","Enciklopedija znanja","troubleshooting","safety","preparation","general_multiple_products","beginner","1284","20","9","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3337","Kako mjeriti temperaturu i vlagu u kućnoj sušionici","kako-mjeriti-temperaturu-i-vlagu-u-susionici","publish","https://drycured.com/2026/06/06/kako-mjeriti-temperaturu-i-vlagu-u-susionici/","Enciklopedija znanja","practical_guide","process","drying_maturation","general_multiple_products","beginner","1261","21","9","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3338","Strujanje zraka u sušenju suhomesnatih proizvoda: razlika između zraka i propuha","strujanje-zraka-u-susenju-suhomesnatih-proizvoda","publish","https://drycured.com/2026/06/06/strujanje-zraka-u-susenju-suhomesnatih-proizvoda/","Enciklopedija znanja","practical_guide","process","drying_maturation","general_multiple_products","intermediate","1223","21","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3339","Noćni i dnevni ritam sušionice: zašto prostor nikad nije isti cijeli dan","nocni-i-dnevni-ritam-susionice","publish","https://drycured.com/2026/06/06/nocni-i-dnevni-ritam-susionice/","Enciklopedija znanja","scientific_explanation","understanding","drying_maturation","general_multiple_products","intermediate","1204","21","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3340","Kada otvoriti, a kada zatvoriti sušionicu","kada-otvoriti-a-kada-zatvoriti-susionicu","publish","https://drycured.com/2026/06/06/kada-otvoriti-a-kada-zatvoriti-susionicu/","Enciklopedija znanja","practical_guide","process","drying_maturation","general_multiple_products","intermediate","1204","21","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3341","Tanak plavi dim u domaćoj pušnici: znak mirnog dima, ne jakog dima","tanki-plavi-dim-u-domacoj-pusnici","publish","https://drycured.com/2026/06/06/tanki-plavi-dim-u-domacoj-pusnici/","Enciklopedija znanja","practical_guide","process","smoking","general_multiple_products","beginner","1264","21","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3342","Raspored proizvoda u sušionici: zašto razmak odlučuje o ravnomjernom sušenju","raspored-proizvoda-u-susionici","publish","https://drycured.com/2026/06/06/raspored-proizvoda-u-susionici/","Enciklopedija znanja","practical_guide","process","drying_maturation","general_multiple_products","beginner","1220","21","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3343","Prva 72 sata sušenja kobasica: najosjetljiviji početak procesa","prva-72-sata-susenja-kobasica","publish","https://drycured.com/2026/06/06/prva-72-sata-susenja-kobasica/","Enciklopedija znanja","practical_guide","process","drying_maturation","sausages_salami","intermediate","1200","21","9","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3344","Kako prepoznati presporo sušenje suhomesnatih proizvoda","kako-prepoznati-presporo-susenje","publish","https://drycured.com/2026/06/06/kako-prepoznati-presporo-susenje/","Enciklopedija znanja","troubleshooting","problems","drying_maturation","general_multiple_products","intermediate","1181","21","9","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3345","Kako voditi dimljenje u ciklusima: dim, odmor i kontrola mirisa","kako-voditi-dimljenje-u-ciklusima","publish","https://drycured.com/2026/06/06/kako-voditi-dimljenje-u-ciklusima/","Enciklopedija znanja","practical_guide","process","smoking","general_multiple_products","intermediate","1207","21","7","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3346","Sezona sušenja i planiranje šarže: kada vrijeme radi za proizvod","sezona-susenja-i-planiranje-sarze","publish","https://drycured.com/2026/06/06/sezona-susenja-i-planiranje-sarze/","Enciklopedija znanja","practical_guide","planning","general_process","general_multiple_products","beginner","1196","21","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3347","Kako prepoznati dobar miris u sušionici","kako-prepoznati-dobar-miris-u-susionici","publish","https://drycured.com/2026/06/06/kako-prepoznati-dobar-miris-u-susionici/","Enciklopedija znanja","practical_guide","safety","drying_maturation","general_multiple_products","beginner","1228","21","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3348","Kada je suhomesnati proizvod spreman za pakiranje","kada-je-suhomesnati-proizvod-spreman-za-pakiranje","publish","https://drycured.com/2026/06/06/kada-je-suhomesnati-proizvod-spreman-za-pakiranje/","Enciklopedija znanja","practical_guide","process","storage_packaging","general_multiple_products","intermediate","1184","21","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3349","pH u fermentiranim kobasicama: što brojka govori, a što ne govori","ph-u-fermentiranim-kobasicama","publish","https://drycured.com/2026/06/06/ph-u-fermentiranim-kobasicama/","Enciklopedija znanja","scientific_explanation","understanding","fermentation","sausages_salami","intermediate","1328","21","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3350","Šećeri u fermentaciji kobasica: hrana za kulturu, ne slatki dodatak","seceri-u-fermentaciji-kobasica","publish","https://drycured.com/2026/06/06/seceri-u-fermentaciji-kobasica/","Enciklopedija znanja","scientific_explanation","understanding","fermentation","sausages_salami","intermediate","1266","21","7","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3351","Prirodna fermentacija i starter kulture: dvije logike istog cilja","prirodna-fermentacija-i-starter-kulture","publish","https://drycured.com/2026/06/06/prirodna-fermentacija-i-starter-kulture/","Enciklopedija znanja","scientific_explanation","understanding","fermentation","sausages_salami","intermediate","1279","21","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3352","Temperatura fermentacije kobasica: zašto topla prostorija nije uvijek dobra ideja","temperatura-fermentacije-kobasica","publish","https://drycured.com/2026/06/06/temperatura-fermentacije-kobasica/","Enciklopedija znanja","practical_guide","process","fermentation","sausages_salami","intermediate","1322","22","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3353","Vlaga tijekom fermentacije kobasica: kako sačuvati površinu prije sušenja","vlaga-tijekom-fermentacije-kobasica","publish","https://drycured.com/2026/06/06/vlaga-tijekom-fermentacije-kobasica/","Enciklopedija znanja","practical_guide","process","fermentation","sausages_salami","intermediate","1321","22","9","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3354","Što ako fermentacija ne krene: mirna provjera prije panike","sto-ako-fermentacija-ne-krene","publish","https://drycured.com/2026/06/06/sto-ako-fermentacija-ne-krene/","Enciklopedija znanja","troubleshooting","problems","fermentation","sausages_salami","intermediate","1298","22","7","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3355","Starter kulture: čuvanje, doziranje i pogreške koje početnik lako napravi","starter-kulture-cuvanje-i-doziranje","publish","https://drycured.com/2026/06/06/starter-kulture-cuvanje-i-doziranje/","Enciklopedija znanja","practical_guide","process","fermentation","sausages_salami","intermediate","1319","22","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3356","pH metar ili pH trakice u domaćoj proizvodnji: što je dovoljno za početak","ph-metar-ili-ph-trakice-u-domacoj-proizvodnji","publish","https://drycured.com/2026/06/06/ph-metar-ili-ph-trakice-u-domacoj-proizvodnji/","Enciklopedija znanja","practical_guide","tools","fermentation","sausages_salami","beginner","1316","22","7","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3357","Vodna aktivnost i gubitak mase: dvije različite stvari koje početnik lako pomiješa","vodna-aktivnost-i-gubitak-mase-zajedno","publish","https://drycured.com/2026/06/06/vodna-aktivnost-i-gubitak-mase-zajedno/","Enciklopedija znanja","scientific_explanation","understanding","drying_maturation","general_multiple_products","intermediate","1259","21","7","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3358","Fermentirano ili pokvareno: kako razlikovati dobar proces od opasnog znaka","fermentirano-ili-pokvareno-kako-razlikovati","publish","https://drycured.com/2026/06/06/fermentirano-ili-pokvareno-kako-razlikovati/","Enciklopedija znanja","troubleshooting","safety","fermentation","sausages_salami","beginner","1321","22","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3359","Kobasica za pečenje ili sušenje: odluka koja se donosi prije mljevenja","kobasica-za-pecenje-ili-susenje","publish","https://drycured.com/2026/06/06/kobasica-za-pecenje-ili-susenje/","Enciklopedija znanja","practical_guide","process","preparation","sausages_salami","beginner","1461","24","9","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3360","Kako odabrati prvi suhomesnati proizvod za kućnu proizvodnju","kako-odabrati-prvi-suhomesnati-proizvod","publish","https://drycured.com/2026/06/06/kako-odabrati-prvi-suhomesnati-proizvod/","Enciklopedija znanja","practical_guide","basics","general_process","general_multiple_products","beginner","1423","24","9","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3361","Slanina, panceta i špek: praktična razlika za početnike","slanina-panceta-spek-prakticna-razlika","publish","https://drycured.com/2026/06/06/slanina-panceta-spek-prakticna-razlika/","Enciklopedija znanja","scientific_explanation","understanding","general_process","pancetta_bacon","beginner","1416","24","9","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3362","Kulen, kulenova seka i domaća kobasica: što je za početnika realno","kulen-kulenova-seka-domaca-kobasica-pocetnik","publish","https://drycured.com/2026/06/06/kulen-kulenova-seka-domaca-kobasica-pocetnik/","Enciklopedija znanja","practical_guide","planning","general_process","sausages_salami","beginner","1465","25","9","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3363","Cijeli komadi ili kobasice: kako izabrati prema prostoru, vremenu i iskustvu","cijeli-komadi-ili-kobasice-kako-izabrati","publish","https://drycured.com/2026/06/06/cijeli-komadi-ili-kobasice-kako-izabrati/","Enciklopedija znanja","practical_guide","planning","general_process","general_multiple_products","beginner","1478","25","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3364","Prvo rezanje suhomesnatog proizvoda: što presjek govori o cijelom procesu","prvo-rezanje-suhomesnatog-proizvoda","publish","https://drycured.com/2026/06/06/prvo-rezanje-suhomesnatog-proizvoda/","Enciklopedija znanja","practical_guide","process","storage_packaging","general_multiple_products","beginner","1452","25","9","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3365","Mala degustacija šarže: kako ocijeniti proizvod bez zavaravanja","mala-degustacija-sarze-kako-ocijeniti-proizvod","publish","https://drycured.com/2026/06/06/mala-degustacija-sarze-kako-ocijeniti-proizvod/","Enciklopedija znanja","practical_guide","tools","storage_packaging","general_multiple_products","beginner","1467","25","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3366","Usporedba dvije šarže: kako učiti iz razlike, a ne iz dojma","usporedba-dvije-sarze-suhomesnatih-proizvoda","publish","https://drycured.com/2026/06/06/usporedba-dvije-sarze-suhomesnatih-proizvoda/","Enciklopedija znanja","practical_guide","tools","general_process","general_multiple_products","intermediate","1470","25","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3367","Najčešći mitovi o domaćim suhomesnatim proizvodima","najcesci-mitovi-o-domacim-suhomesnatim-proizvodima","publish","https://drycured.com/2026/06/06/najcesci-mitovi-o-domacim-suhomesnatim-proizvodima/","Enciklopedija znanja","general_article","understanding","general_process","general_multiple_products","beginner","1423","24","8","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
"3368","Kuhinjska upotreba suhomesnatih proizvoda bez pretjerivanja","kuhinjska-upotreba-suhomesnatih-proizvoda-bez-pretjerivanja","publish","https://drycured.com/2026/06/06/kuhinjska-upotreba-suhomesnatih-proizvoda-bez-pretjerivanja/","Enciklopedija znanja","practical_guide","inspiration","storage_packaging","general_multiple_products","beginner","1418","24","9","0","1","0","","","0","0","","1","1","IMAGE","missing featured image"
