post_id,title,url,recipe_code,code_source,post_content_bytes,full_markdown_bytes,sections_bytes,data_bytes,dcv5_get_recipe_profile_exists,dcv5_profile_found,dcv5_profile_title,dcv5_profile_code,real_frontend_dcv5,visible_text_bytes,likely_gate_reason
2468,"Lincolnshire kobasica",https://drycured.com/recepti-baza/lincolnshire-kobasica/,MD-LINCOLNSHIRE_KOBASICA,_dry_recipe_id=MD-LINCOLNSHIRE_KOBASICA,4313,4313,0,2910,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2470,"Bath Chaps (ukiseljene svinjske obrazine)",https://drycured.com/recepti-baza/bath-chaps-ukiseljene-svinjske-obrazine/,MD-BATH_CHAPS_UKISELJENE_SVINJSKE_OBRAZINE,_dry_recipe_id=MD-BATH_CHAPS_UKISELJENE_SVINJSKE_OBRAZINE,4044,4044,0,3696,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2474,"Tradicionalna engleska šunka (Wiltshire Ham)",https://drycured.com/recepti-baza/tradicionalna-engleska-sunka-wiltshire-ham/,MD-TRADICIONALNA_ENGLESKA_SUNKA_WILTSHIRE_HAM,_dry_recipe_id=MD-TRADICIONALNA_ENGLESKA_SUNKA_WILTSHIRE_HAM,3828,3828,0,3088,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2476,"Engleski pork pie (svinjetina u tijestu)",https://drycured.com/recepti-baza/engleski-pork-pie-svinjetina-u-tijestu/,MD-ENGLESKI_PORK_PIE_SVINJETINA_U_TIJESTU,_dry_recipe_id=MD-ENGLESKI_PORK_PIE_SVINJETINA_U_TIJESTU,4171,4171,0,3800,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2478,"Suitsink (Dimljena svinjska šunka)",https://drycured.com/recepti-baza/suitsink-dimljena-svinjska-sunka/,MD-SUITSINK_DIMLJENA_SVINJSKA_SUNKA,_dry_recipe_id=MD-SUITSINK_DIMLJENA_SVINJSKA_SUNKA,3528,3528,0,2876,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2480,"Talleliha (Polutrajno sušena govedina)",https://drycured.com/recepti-baza/talleliha-polutrajno-susena-govedina/,MD-TALLELIHA_POLUTRAJNO_SUSENA_GOVEDINA,_dry_recipe_id=MD-TALLELIHA_POLUTRAJNO_SUSENA_GOVEDINA,3637,3637,0,2571,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2481,"Sealiha õlis (Svinjsko meso u ulju)",https://drycured.com/recepti-baza/sealiha-olis-svinjsko-meso-u-ulju/,MD-SEALIHA_OLIS_SVINJSKO_MESO_U_ULJU,_dry_recipe_id=MD-SEALIHA_OLIS_SVINJSKO_MESO_U_ULJU,3810,3810,0,3005,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2501,"Slovačka Klobása (Slovenská Klobása)",https://drycured.com/recepti-baza/slovacka-klobasa-slovenska-klobasa/,MD-SLOVACKA_KLOBASA_SLOVENSKA_KLOBASA,_dry_recipe_id=MD-SLOVACKA_KLOBASA_SLOVENSKA_KLOBASA,4324,4324,0,1610,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2503,"RIIPUTETTU HIRVENLIHA (SUHO-ZRELA JELENOVINA)",https://drycured.com/recepti-baza/riiputettu-hirvenliha-suho-zrela-jelenovina/,MD-RIIPUTETTU_HIRVENLIHA_SUHO_ZRELA_JELENOVINA,_dry_recipe_id=MD-RIIPUTETTU_HIRVENLIHA_SUHO_ZRELA_JELENOVINA,3535,3535,0,2827,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2504,"SAVUSIIKA (DIMLJENI SIIKA - BIJELA RIBA)",https://drycured.com/recepti-baza/savusiika-dimljeni-siika-bijela-riba/,MD-SAVUSIIKA_DIMLJENI_SIIKA_BIJELA_RIBA,_dry_recipe_id=MD-SAVUSIIKA_DIMLJENI_SIIKA_BIJELA_RIBA,3568,3568,0,2903,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2505,"METSOPAISTI (SUHO-SALAMURENI TETRIJEB)",https://drycured.com/recepti-baza/metsopaisti-suho-salamureni-tetrijeb/,MD-METSOPAISTI_SUHO_SALAMURENI_TETRIJEB,_dry_recipe_id=MD-METSOPAISTI_SUHO_SALAMURENI_TETRIJEB,4003,4003,0,2971,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2506,"LAMPAAN ILMAKUIVATTU KYLKI (ZRAČNO-SUŠENA JANJEĆJA PRSA)",https://drycured.com/recepti-baza/lampaan-ilmakuivattu-kylki-zracno-susena-janjecja-prsa/,MD-LAMPAAN_ILMAKUIVATTU_KYLKI_ZRACNO_SUSENA_JANJECJA_PRSA,_dry_recipe_id=MD-LAMPAAN_ILMAKUIVATTU_KYLKI_ZRACNO_SUSENA_JANJECJA_PRSA,3604,3604,0,2945,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2508,"SAVUPORONLIHA (DIMLJENO SOBOVO MESO)",https://drycured.com/recepti-baza/savuporonliha-dimljeno-sobovo-meso/,MD-SAVUPORONLIHA_DIMLJENO_SOBOVO_MESO,_dry_recipe_id=MD-SAVUPORONLIHA_DIMLJENO_SOBOVO_MESO,3508,3508,0,2545,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2510,"ILMAKUIVATTU PORONPAISTI (ZRAČNO-SUŠENI SOBOV BUT)",https://drycured.com/recepti-baza/ilmakuivattu-poronpaisti-zracno-suseni-sobov-but/,MD-ILMAKUIVATTU_PORONPAISTI_ZRACNO_SUSENI_SOBOV_BUT,_dry_recipe_id=MD-ILMAKUIVATTU_PORONPAISTI_ZRACNO_SUSENI_SOBOV_BUT,3540,3540,0,2784,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2511,"GRAAVILOHI (GRAVLAX - FINSKI MARINIRANI LOSOS)",https://drycured.com/recepti-baza/graavilohi-gravlax-finski-marinirani-losos/,MD-GRAAVILOHI_GRAVLAX_FINSKI_MARINIRANI_LOSOS,_dry_recipe_id=MD-GRAAVILOHI_GRAVLAX_FINSKI_MARINIRANI_LOSOS,3601,3601,0,2339,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2513,"LONZO CORSE",https://drycured.com/recepti-baza/lonzo-corse/,MD-LONZO_CORSE,_dry_recipe_id=MD-LONZO_CORSE,4156,4156,0,1596,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2525,"Dulse and Yellowman Bacon (Slanina s morskom travom)",https://drycured.com/recepti-baza/dulse-and-yellowman-bacon-slanina-s-morskom-travom/,MD-DULSE_AND_YELLOWMAN_BACON_SLANINA_S_MORSKOM_TRAVOM,_dry_recipe_id=MD-DULSE_AND_YELLOWMAN_BACON_SLANINA_S_MORSKOM_TRAVOM,3578,3578,0,3082,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2526,"Caillín Báin (Bieli spek - Irska verzija slanine sa začinima)",https://drycured.com/recepti-baza/caillin-bain-bieli-spek-irska-verzija-slanine-sa-zacinima/,MD-CAILLIN_BAIN_BIELI_SPEK_IRSKA_VERZIJA_SLANINE_SA_ZACINIMA,_dry_recipe_id=MD-CAILLIN_BAIN_BIELI_SPEK_IRSKA_VERZIJA_SLANINE_SA_ZACINIMA,3800,3800,0,3178,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2527,"Marrowbone Roll (Rolana kobasica s koštanom srži)",https://drycured.com/recepti-baza/marrowbone-roll-rolana-kobasica-s-kostanom-srzi/,MD-MARROWBONE_ROLL_ROLANA_KOBASICA_S_KOSTANOM_SRZI,_dry_recipe_id=MD-MARROWBONE_ROLL_ROLANA_KOBASICA_S_KOSTANOM_SRZI,4217,4217,0,3660,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2529,"Irski soljena govedina (Corned Beef)",https://drycured.com/recepti-baza/irski-soljena-govedina-corned-beef/,MD-IRSKI_SOLJENA_GOVEDINA_CORNED_BEEF,_dry_recipe_id=MD-IRSKI_SOLJENA_GOVEDINA_CORNED_BEEF,3501,3501,0,2432,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2530,"Irska šunka u pivu (Beer-Cured Ham)",https://drycured.com/recepti-baza/irska-sunka-u-pivu-beer-cured-ham/,MD-IRSKA_SUNKA_U_PIVU_BEER_CURED_HAM,_dry_recipe_id=MD-IRSKA_SUNKA_U_PIVU_BEER_CURED_HAM,3557,3557,0,2591,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2533,"Bjúgu (Islandska dimljena kobasica)",https://drycured.com/recepti-baza/bjugu-islandska-dimljena-kobasica/,MD-BJUGU_ISLANDSKA_DIMLJENA_KOBASICA,_dry_recipe_id=MD-BJUGU_ISLANDSKA_DIMLJENA_KOBASICA,4144,4144,0,1410,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2540,"Hrútspungar (Prešana janjeća muda)",https://drycured.com/recepti-baza/hrutspungar-presana-janjeca-muda/,MD-HRUTSPUNGAR_PRESANA_JANJECA_MUDA,_dry_recipe_id=MD-HRUTSPUNGAR_PRESANA_JANJECA_MUDA,3601,3601,0,1075,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2543,"Lundabaggar (Dimljena prskalina od janjetine)",https://drycured.com/recepti-baza/lundabaggar-dimljena-prskalina-od-janjetine/,MD-LUNDABAGGAR_DIMLJENA_PRSKALINA_OD_JANJETINE,_dry_recipe_id=MD-LUNDABAGGAR_DIMLJENA_PRSKALINA_OD_JANJETINE,3653,3653,0,1171,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2544,"Moldavska Cârnaţi de Oaie (Kobasica od Ovčetine)",https://drycured.com/recepti-baza/moldavska-carnati-de-oaie-kobasica-od-ovcetine/,MD-MOLDAVSKA_CARNA_I_DE_OAIE_KOBASICA_OD_OVCETINE,_dry_recipe_id=MD-MOLDAVSKA_CARNA_I_DE_OAIE_KOBASICA_OD_OVCETINE,4463,4463,0,1782,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2545,"Estonska Suitsusink (Dimljena Šunka)",https://drycured.com/recepti-baza/estonska-suitsusink-dimljena-sunka/,MD-ESTONSKA_SUITSUSINK_DIMLJENA_SUNKA,_dry_recipe_id=MD-ESTONSKA_SUITSUSINK_DIMLJENA_SUNKA,3631,3631,0,1562,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2546,"Sudžuk (Sudžuk Kosovar)",https://drycured.com/recepti-baza/sudzuk-sudzuk-kosovar/,MD-SUDZUK_SUDZUK_KOSOVAR,_dry_recipe_id=MD-SUDZUK_SUDZUK_KOSOVAR,4067,4067,0,1249,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2549,"Suxhuk me Spec (Sudžuk s paprikom)",https://drycured.com/recepti-baza/suxhuk-me-spec-sudzuk-s-paprikom/,MD-SUXHUK_ME_SPEC_SUDZUK_S_PAPRIKOM,_dry_recipe_id=MD-SUXHUK_ME_SPEC_SUDZUK_S_PAPRIKOM,4076,4076,0,1300,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2552,"Otočac Začinski Vrat s Planine (Mountainski naresak)",https://drycured.com/recepti-baza/otocac-zacinski-vrat-s-planine-mountainski-naresak/,MD-OTOCAC_ZACINSKI_VRAT_S_PLANINE_MOUNTAINSKI_NARESAK,_dry_recipe_id=MD-OTOCAC_ZACINSKI_VRAT_S_PLANINE_MOUNTAINSKI_NARESAK,3541,3541,0,1145,YES,YES,"Otočac Začinski Vrat s Planine (Mountainski naresak)",MD-OTOCAC_ZACINSKI_VRAT_S_PLANINE_MOUNTAINSKI_NARESAK,YES,9960,OK_REAL_DCV5
2553,"Skilandis (litavska dimljena kobasica)",https://drycured.com/recepti-baza/skilandis-litavska-dimljena-kobasica/,MD-SKILANDIS_LITAVSKA_DIMLJENA_KOBASICA,_dry_recipe_id=MD-SKILANDIS_LITAVSKA_DIMLJENA_KOBASICA,4381,4381,0,2813,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2554,"Kindziukas (litavska dimljena šunka)",https://drycured.com/recepti-baza/kindziukas-litavska-dimljena-sunka/,MD-KINDZIUKAS_LITAVSKA_DIMLJENA_SUNKA,_dry_recipe_id=MD-KINDZIUKAS_LITAVSKA_DIMLJENA_SUNKA,3691,3691,0,2625,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2555,"Lašiniai (litavska slanina)",https://drycured.com/recepti-baza/lasiniai-litavska-slanina/,MD-LASINIAI_LITAVSKA_SLANINA,_dry_recipe_id=MD-LASINIAI_LITAVSKA_SLANINA,3470,3470,0,2632,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2556,"Vytinta dešra (litavska suha kobasica)",https://drycured.com/recepti-baza/vytinta-desra-litavska-suha-kobasica/,MD-VYTINTA_DESRA_LITAVSKA_SUHA_KOBASICA,_dry_recipe_id=MD-VYTINTA_DESRA_LITAVSKA_SUHA_KOBASICA,4361,4361,0,2868,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2557,"Rūkyti lašišos (dimljen losos na litavski način)",https://drycured.com/recepti-baza/rukyti-lasisos-dimljen-losos-na-litavski-nacin/,MD-R_KYTI_LASISOS_DIMLJEN_LOSOS_NA_LITAVSKI_NACIN,_dry_recipe_id=MD-R_KYTI_LASISOS_DIMLJEN_LOSOS_NA_LITAVSKI_NACIN,3683,3683,0,2773,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2558,"Pounje Planinski Vrtlog",https://drycured.com/recepti-baza/pounje-planinski-vrtlog/,MD-POUNJE_PLANINSKI_VRTLOG,_dry_recipe_id=MD-POUNJE_PLANINSKI_VRTLOG,3529,3529,0,1063,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2560,"Drežnički Šušanj",https://drycured.com/recepti-baza/dreznicki-susanj/,MD-DREZNICKI_SUSANJ,_dry_recipe_id=MD-DREZNICKI_SUSANJ,3481,3481,0,1014,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2561,"Gospićki Vjetar",https://drycured.com/recepti-baza/gospicki-vjetar/,MD-GOSPICKI_VJETAR,_dry_recipe_id=MD-GOSPICKI_VJETAR,3451,3451,0,975,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2563,"Maltežanska kobasica (Zalzett Malti)",https://drycured.com/recepti-baza/maltezanska-kobasica-zalzett-malti/,MD-MALTEZANSKA_KOBASICA_ZALZETT_MALTI,_dry_recipe_id=MD-MALTEZANSKA_KOBASICA_ZALZETT_MALTI,4000,4000,0,1219,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2564,"Maltežanski pršut (Prosciutto Malti)",https://drycured.com/recepti-baza/maltezanski-prsut-prosciutto-malti/,MD-MALTEZANSKI_PRSUT_PROSCIUTTO_MALTI,_dry_recipe_id=MD-MALTEZANSKI_PRSUT_PROSCIUTTO_MALTI,3502,3502,0,1379,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2565,"Maltežanska suha govedina (Carne Secca Maltija)",https://drycured.com/recepti-baza/maltezanska-suha-govedina-carne-secca-maltija/,MD-MALTEZANSKA_SUHA_GOVEDINA_CARNE_SECCA_MALTIJA,_dry_recipe_id=MD-MALTEZANSKA_SUHA_GOVEDINA_CARNE_SECCA_MALTIJA,3469,3469,0,1308,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2571,"Zaprešićki Vrganjevi Narezak",https://drycured.com/recepti-baza/zapresicki-vrganjevi-narezak/,MD-ZAPRESICKI_VRGANJEVI_NAREZAK,_dry_recipe_id=MD-ZAPRESICKI_VRGANJEVI_NAREZAK,3530,3530,0,980,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2572,"Medžimurski Divljač Narezak",https://drycured.com/recepti-baza/medzimurski-divljac-narezak/,MD-MEDZIMURSKI_DIVLJAC_NAREZAK,_dry_recipe_id=MD-MEDZIMURSKI_DIVLJAC_NAREZAK,3513,3513,0,982,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2573,"Gornjomurečki Začinski Narezak",https://drycured.com/recepti-baza/gornjomurecki-zacinski-narezak/,MD-GORNJOMURECKI_ZACINSKI_NAREZAK,_dry_recipe_id=MD-GORNJOMURECKI_ZACINSKI_NAREZAK,3492,3492,0,1027,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2574,"ȘUNCĂ AFUMATĂ (DIMLJENA ŠUNKA)",https://drycured.com/recepti-baza/sunca-afumata-dimljena-sunka/,MD-UNC_AFUMAT_DIMLJENA_SUNKA,_dry_recipe_id=MD-UNC_AFUMAT_DIMLJENA_SUNKA,3396,3396,0,2447,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2575,"PASTRAMĂ DE OAIE (OVČJA PASTRAMA)",https://drycured.com/recepti-baza/pastrama-de-oaie-ovcja-pastrama/,MD-PASTRAM_DE_OAIE_OVCJA_PASTRAMA,_dry_recipe_id=MD-PASTRAM_DE_OAIE_OVCJA_PASTRAMA,3659,3659,0,2825,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2576,"CÂRNAȚ AFUMAT (DIMLJENE KOBASICE)",https://drycured.com/recepti-baza/carnat-afumat-dimljene-kobasice/,MD-CARNA_AFUMAT_DIMLJENE_KOBASICE,_dry_recipe_id=MD-CARNA_AFUMAT_DIMLJENE_KOBASICE,4263,4263,0,3165,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2577,"Droge Worst (Suha kobasica)",https://drycured.com/recepti-baza/droge-worst-suha-kobasica/,MD-DROGE_WORST_SUHA_KOBASICA,_dry_recipe_id=MD-DROGE_WORST_SUHA_KOBASICA,4064,4064,0,2416,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2579,"Spekdikken (Slanina s medom)",https://drycured.com/recepti-baza/spekdikken-slanina-s-medom/,MD-SPEKDIKKEN_SLANINA_S_MEDOM,_dry_recipe_id=MD-SPEKDIKKEN_SLANINA_S_MEDOM,3442,3442,0,2371,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2587,"VOSSAKORV (TRADICIONALNA DIMLJENA KOBASICA IZ VOSSA)",https://drycured.com/recepti-baza/vossakorv-tradicionalna-dimljena-kobasica-iz-vossa/,MD-VOSSAKORV_TRADICIONALNA_DIMLJENA_KOBASICA_IZ_VOSSA,_dry_recipe_id=MD-VOSSAKORV_TRADICIONALNA_DIMLJENA_KOBASICA_IZ_VOSSA,4413,4413,0,1504,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2589,"SPEKELÅR (SUŠENA I DIMLJENA JELEN/SRNETINA)",https://drycured.com/recepti-baza/spekelar-susena-i-dimljena-jelen-srnetina/,MD-SPEKELAR_SUSENA_I_DIMLJENA_JELEN_SRNETINA,_dry_recipe_id=MD-SPEKELAR_SUSENA_I_DIMLJENA_JELEN_SRNETINA,3819,3819,0,1328,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2594,"GRAVET LAKS (GRAVLAKS - MARINIRANI LOSOS)",https://drycured.com/recepti-baza/gravet-laks-gravlaks-marinirani-losos/,MD-GRAVET_LAKS_GRAVLAKS_MARINIRANI_LOSOS,_dry_recipe_id=MD-GRAVET_LAKS_GRAVLAKS_MARINIRANI_LOSOS,3686,3686,0,1227,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2597,"FENALÅR (SUŠENI BUT JANJETA)",https://drycured.com/recepti-baza/fenalar-suseni-but-janjeta/,MD-FENALAR_SUSENI_BUT_JANJETA,_dry_recipe_id=MD-FENALAR_SUSENI_BUT_JANJETA,3642,3642,0,1112,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2598,"SPEKESKINKE (NORŠKA PRŠUTA)",https://drycured.com/recepti-baza/spekeskinke-norska-prsuta/,MD-SPEKESKINKE_NORSKA_PRSUTA,_dry_recipe_id=MD-SPEKESKINKE_NORSKA_PRSUTA,3571,3571,0,1173,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2600,"MORR (NORVEŠKA KOBASICA)",https://drycured.com/recepti-baza/morr-norveska-kobasica/,MD-MORR_NORVESKA_KOBASICA,_dry_recipe_id=MD-MORR_NORVESKA_KOBASICA,4136,4136,0,1373,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2603,"Vinkovački Aromatični Začinski Špek",https://drycured.com/recepti-baza/vinkovacki-aromaticni-zacinski-spek/,MD-VINKOVACKI_AROMATICNI_ZACINSKI_SPEK,_dry_recipe_id=MD-VINKOVACKI_AROMATICNI_ZACINSKI_SPEK,3492,3492,0,1032,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2604,"Osiječki Ljuti Začinski Vrat s Divljim Travkama",https://drycured.com/recepti-baza/osijecki-ljuti-zacinski-vrat-s-divljim-travkama/,MD-OSIJECKI_LJUTI_ZACINSKI_VRAT_S_DIVLJIM_TRAVKAMA,_dry_recipe_id=MD-OSIJECKI_LJUTI_ZACINSKI_VRAT_S_DIVLJIM_TRAVKAMA,3645,3645,0,1060,YES,YES,"Osiječki Ljuti Začinski Vrat s Divljim Travkama",MD-OSIJECKI_LJUTI_ZACINSKI_VRAT_S_DIVLJIM_TRAVKAMA,YES,9827,OK_REAL_DCV5
2606,"Požeški Aromatični Sušeni Vrat s Divljim Travkama",https://drycured.com/recepti-baza/pozeski-aromaticni-suseni-vrat-s-divljim-travkama/,MD-POZESKI_AROMATICNI_SUSENI_VRAT_S_DIVLJIM_TRAVKAMA,_dry_recipe_id=MD-POZESKI_AROMATICNI_SUSENI_VRAT_S_DIVLJIM_TRAVKAMA,3642,3642,0,1054,YES,YES,"Požeški Aromatični Sušeni Vrat s Divljim Travkama",MD-POZESKI_AROMATICNI_SUSENI_VRAT_S_DIVLJIM_TRAVKAMA,YES,9818,OK_REAL_DCV5
2608,"Kuru Et (Suho meso sa smrekom)",https://drycured.com/recepti-baza/kuru-et-suho-meso-sa-smrekom/,MD-KURU_ET_SUHO_MESO_SA_SMREKOM,_dry_recipe_id=MD-KURU_ET_SUHO_MESO_SA_SMREKOM,3459,3459,0,2881,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2610,"Tulum Peyniri Dolgulu Et (Meso punjeno sirom)",https://drycured.com/recepti-baza/tulum-peyniri-dolgulu-et-meso-punjeno-sirom/,MD-TULUM_PEYNIRI_DOLGULU_ET_MESO_PUNJENO_SIROM,_dry_recipe_id=MD-TULUM_PEYNIRI_DOLGULU_ET_MESO_PUNJENO_SIROM,3614,3614,0,2855,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2614,"Virovski Čvarci",https://drycured.com/recepti-baza/virovski-cvarci/,MD-VIROVSKI_CVARCI,_dry_recipe_id=MD-VIROVSKI_CVARCI,3320,3320,0,732,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2616,"BALERON (POLJSKA DIMLJENA VRATINA)",https://drycured.com/recepti-baza/baleron-poljska-dimljena-vratina/,MD-BALERON_POLJSKA_DIMLJENA_VRATINA,_dry_recipe_id=MD-BALERON_POLJSKA_DIMLJENA_VRATINA,3655,3655,0,2824,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2620,"SZYNKA WĘDZONA (DIMLJENA ŠUNKA)",https://drycured.com/recepti-baza/szynka-wedzona-dimljena-sunka/,MD-SZYNKA_W_DZONA_DIMLJENA_SUNKA,_dry_recipe_id=MD-SZYNKA_W_DZONA_DIMLJENA_SUNKA,3470,3470,0,2782,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2621,"BOCZEK WĘDZONY (DIMLJENA SLANINA)",https://drycured.com/recepti-baza/boczek-wedzony-dimljena-slanina/,MD-BOCZEK_W_DZONY_DIMLJENA_SLANINA,_dry_recipe_id=MD-BOCZEK_W_DZONY_DIMLJENA_SLANINA,3467,3467,0,2718,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2622,"Chouriço Tradicional Português (Tradicionalna portugalska kobasica)",https://drycured.com/recepti-baza/chourico-tradicional-portugues-tradicionalna-portugalska-kobasica/,MD-CHOURICO_TRADICIONAL_PORTUGUES_TRADICIONALNA_PORTUGALSKA_KOBASICA,_dry_recipe_id=MD-CHOURICO_TRADICIONAL_PORTUGUES_TRADICIONALNA_PORTUGALSKA_KOBASICA,4224,4224,0,1626,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2623,"Presunto Português (Portugalska pršuta)",https://drycured.com/recepti-baza/presunto-portugues-portugalska-prsuta/,MD-PRESUNTO_PORTUGUES_PORTUGALSKA_PRSUTA,_dry_recipe_id=MD-PRESUNTO_PORTUGUES_PORTUGALSKA_PRSUTA,3526,3526,0,1287,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2624,"Paio Alentejano (Alentejanska kobasica)",https://drycured.com/recepti-baza/paio-alentejano-alentejanska-kobasica/,MD-PAIO_ALENTEJANO_ALENTEJANSKA_KOBASICA,_dry_recipe_id=MD-PAIO_ALENTEJANO_ALENTEJANSKA_KOBASICA,4379,4379,0,1473,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2625,"Farinheira Alentejana (Kobasica s brašnom iz Alenteja)",https://drycured.com/recepti-baza/farinheira-alentejana-kobasica-s-brasnom-iz-alenteja/,MD-FARINHEIRA_ALENTEJANA_KOBASICA_S_BRASNOM_IZ_ALENTEJA,_dry_recipe_id=MD-FARINHEIRA_ALENTEJANA_KOBASICA_S_BRASNOM_IZ_ALENTEJA,4497,4497,0,1725,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2627,"Chouriço de Vinho (Kobasica s Vinom)",https://drycured.com/recepti-baza/chourico-de-vinho-kobasica-s-vinom/,MD-CHOURICO_DE_VINHO_KOBASICA_S_VINOM,_dry_recipe_id=MD-CHOURICO_DE_VINHO_KOBASICA_S_VINOM,4221,4221,0,2416,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2628,"Paio do Alentejo (Alentejo Dimljena Kobasica)",https://drycured.com/recepti-baza/paio-do-alentejo-alentejo-dimljena-kobasica/,MD-PAIO_DO_ALENTEJO_ALENTEJO_DIMLJENA_KOBASICA,_dry_recipe_id=MD-PAIO_DO_ALENTEJO_ALENTEJO_DIMLJENA_KOBASICA,4195,4195,0,2493,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2629,"Alheira de Mirandela (Kobasica iz Mirandele)",https://drycured.com/recepti-baza/alheira-de-mirandela-kobasica-iz-mirandele/,MD-ALHEIRA_DE_MIRANDELA_KOBASICA_IZ_MIRANDELE,_dry_recipe_id=MD-ALHEIRA_DE_MIRANDELA_KOBASICA_IZ_MIRANDELE,4299,4299,0,2498,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2631,"Rovinjska Kobasica",https://drycured.com/recepti-baza/rovinjska-kobasica/,MD-ROVINJSKA_KOBASICA,_dry_recipe_id=MD-ROVINJSKA_KOBASICA,3869,3869,0,912,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2632,"Krčki Sir-Kobasica",https://drycured.com/recepti-baza/krcki-sir-kobasica/,MD-KRCKI_SIR_KOBASICA,_dry_recipe_id=MD-KRCKI_SIR_KOBASICA,3928,3928,0,885,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2633,"Senjska Šunka",https://drycured.com/recepti-baza/senjska-sunka/,MD-SENJSKA_SUNKA,_dry_recipe_id=MD-SENJSKA_SUNKA,3242,3242,0,832,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2637,"Tradicionalni Thüringer Schinken (Tirinška šunka)",https://drycured.com/recepti-baza/tradicionalni-thuringer-schinken-tirinska-sunka/,MD-TRADICIONALNI_THURINGER_SCHINKEN_TIRINSKA_SUNKA,_dry_recipe_id=MD-TRADICIONALNI_THURINGER_SCHINKEN_TIRINSKA_SUNKA,3450,3450,0,1260,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2638,"Bavarski Bierschinken (Šunka od piva)",https://drycured.com/recepti-baza/bavarski-bierschinken-sunka-od-piva/,MD-BAVARSKI_BIERSCHINKEN_SUNKA_OD_PIVA,_dry_recipe_id=MD-BAVARSKI_BIERSCHINKEN_SUNKA_OD_PIVA,3510,3510,0,1405,YES,NO,,,NO,1833,NO_DCV5_PROFILE
