post_id,title,url,code,source_len,valid_dcv5_profile,public_fallback_marker,public_dcv5_marker,internal_text_visible,result
2545,"Estonska Suitsusink (Dimljena Šunka)",https://drycured.com/recepti-baza/estonska-suitsusink-dimljena-sunka/,MD-ESTONSKA_SUITSUSINK_DIMLJENA_SUNKA,3631,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2546,"Sudžuk (Sudžuk Kosovar)",https://drycured.com/recepti-baza/sudzuk-sudzuk-kosovar/,MD-SUDZUK_SUDZUK_KOSOVAR,4067,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2549,"Suxhuk me Spec (Sudžuk s paprikom)",https://drycured.com/recepti-baza/suxhuk-me-spec-sudzuk-s-paprikom/,MD-SUXHUK_ME_SPEC_SUDZUK_S_PAPRIKOM,4076,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2552,"Otočac Začinski Vrat s Planine (Mountainski naresak)",https://drycured.com/recepti-baza/otocac-zacinski-vrat-s-planine-mountainski-naresak/,MD-OTOCAC_ZACINSKI_VRAT_S_PLANINE_MOUNTAINSKI_NARESAK,3541,YES,NO,YES,NO,OK_DCV5_NOT_TOUCHED
2553,"Skilandis (litavska dimljena kobasica)",https://drycured.com/recepti-baza/skilandis-litavska-dimljena-kobasica/,MD-SKILANDIS_LITAVSKA_DIMLJENA_KOBASICA,4381,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2554,"Kindziukas (litavska dimljena šunka)",https://drycured.com/recepti-baza/kindziukas-litavska-dimljena-sunka/,MD-KINDZIUKAS_LITAVSKA_DIMLJENA_SUNKA,3691,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2555,"Lašiniai (litavska slanina)",https://drycured.com/recepti-baza/lasiniai-litavska-slanina/,MD-LASINIAI_LITAVSKA_SLANINA,3470,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2556,"Vytinta dešra (litavska suha kobasica)",https://drycured.com/recepti-baza/vytinta-desra-litavska-suha-kobasica/,MD-VYTINTA_DESRA_LITAVSKA_SUHA_KOBASICA,4361,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2557,"Rūkyti lašišos (dimljen losos na litavski način)",https://drycured.com/recepti-baza/rukyti-lasisos-dimljen-losos-na-litavski-nacin/,MD-R_KYTI_LASISOS_DIMLJEN_LOSOS_NA_LITAVSKI_NACIN,3683,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2558,"Pounje Planinski Vrtlog",https://drycured.com/recepti-baza/pounje-planinski-vrtlog/,MD-POUNJE_PLANINSKI_VRTLOG,3529,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2560,"Drežnički Šušanj",https://drycured.com/recepti-baza/dreznicki-susanj/,MD-DREZNICKI_SUSANJ,3481,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2561,"Gospićki Vjetar",https://drycured.com/recepti-baza/gospicki-vjetar/,MD-GOSPICKI_VJETAR,3451,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2563,"Maltežanska kobasica (Zalzett Malti)",https://drycured.com/recepti-baza/maltezanska-kobasica-zalzett-malti/,MD-MALTEZANSKA_KOBASICA_ZALZETT_MALTI,4000,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2564,"Maltežanski pršut (Prosciutto Malti)",https://drycured.com/recepti-baza/maltezanski-prsut-prosciutto-malti/,MD-MALTEZANSKI_PRSUT_PROSCIUTTO_MALTI,3502,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2565,"Maltežanska suha govedina (Carne Secca Maltija)",https://drycured.com/recepti-baza/maltezanska-suha-govedina-carne-secca-maltija/,MD-MALTEZANSKA_SUHA_GOVEDINA_CARNE_SECCA_MALTIJA,3469,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2571,"Zaprešićki Vrganjevi Narezak",https://drycured.com/recepti-baza/zapresicki-vrganjevi-narezak/,MD-ZAPRESICKI_VRGANJEVI_NAREZAK,3530,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2572,"Medžimurski Divljač Narezak",https://drycured.com/recepti-baza/medzimurski-divljac-narezak/,MD-MEDZIMURSKI_DIVLJAC_NAREZAK,3513,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2573,"Gornjomurečki Začinski Narezak",https://drycured.com/recepti-baza/gornjomurecki-zacinski-narezak/,MD-GORNJOMURECKI_ZACINSKI_NAREZAK,3492,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2574,"ȘUNCĂ AFUMATĂ (DIMLJENA ŠUNKA)",https://drycured.com/recepti-baza/sunca-afumata-dimljena-sunka/,MD-UNC_AFUMAT_DIMLJENA_SUNKA,3396,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2575,"PASTRAMĂ DE OAIE (OVČJA PASTRAMA)",https://drycured.com/recepti-baza/pastrama-de-oaie-ovcja-pastrama/,MD-PASTRAM_DE_OAIE_OVCJA_PASTRAMA,3659,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2576,"CÂRNAȚ AFUMAT (DIMLJENE KOBASICE)",https://drycured.com/recepti-baza/carnat-afumat-dimljene-kobasice/,MD-CARNA_AFUMAT_DIMLJENE_KOBASICE,4263,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2577,"Droge Worst (Suha kobasica)",https://drycured.com/recepti-baza/droge-worst-suha-kobasica/,MD-DROGE_WORST_SUHA_KOBASICA,4064,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2579,"Spekdikken (Slanina s medom)",https://drycured.com/recepti-baza/spekdikken-slanina-s-medom/,MD-SPEKDIKKEN_SLANINA_S_MEDOM,3442,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2587,"VOSSAKORV (TRADICIONALNA DIMLJENA KOBASICA IZ VOSSA)",https://drycured.com/recepti-baza/vossakorv-tradicionalna-dimljena-kobasica-iz-vossa/,MD-VOSSAKORV_TRADICIONALNA_DIMLJENA_KOBASICA_IZ_VOSSA,4413,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2589,"SPEKELÅR (SUŠENA I DIMLJENA JELEN/SRNETINA)",https://drycured.com/recepti-baza/spekelar-susena-i-dimljena-jelen-srnetina/,MD-SPEKELAR_SUSENA_I_DIMLJENA_JELEN_SRNETINA,3819,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2594,"GRAVET LAKS (GRAVLAKS - MARINIRANI LOSOS)",https://drycured.com/recepti-baza/gravet-laks-gravlaks-marinirani-losos/,MD-GRAVET_LAKS_GRAVLAKS_MARINIRANI_LOSOS,3686,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2597,"FENALÅR (SUŠENI BUT JANJETA)",https://drycured.com/recepti-baza/fenalar-suseni-but-janjeta/,MD-FENALAR_SUSENI_BUT_JANJETA,3642,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2598,"SPEKESKINKE (NORŠKA PRŠUTA)",https://drycured.com/recepti-baza/spekeskinke-norska-prsuta/,MD-SPEKESKINKE_NORSKA_PRSUTA,3571,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2600,"MORR (NORVEŠKA KOBASICA)",https://drycured.com/recepti-baza/morr-norveska-kobasica/,MD-MORR_NORVESKA_KOBASICA,4136,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2603,"Vinkovački Aromatični Začinski Špek",https://drycured.com/recepti-baza/vinkovacki-aromaticni-zacinski-spek/,MD-VINKOVACKI_AROMATICNI_ZACINSKI_SPEK,3492,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2604,"Osiječki Ljuti Začinski Vrat s Divljim Travkama",https://drycured.com/recepti-baza/osijecki-ljuti-zacinski-vrat-s-divljim-travkama/,MD-OSIJECKI_LJUTI_ZACINSKI_VRAT_S_DIVLJIM_TRAVKAMA,3645,YES,NO,YES,NO,OK_DCV5_NOT_TOUCHED
2606,"Požeški Aromatični Sušeni Vrat s Divljim Travkama",https://drycured.com/recepti-baza/pozeski-aromaticni-suseni-vrat-s-divljim-travkama/,MD-POZESKI_AROMATICNI_SUSENI_VRAT_S_DIVLJIM_TRAVKAMA,3642,YES,NO,YES,NO,OK_DCV5_NOT_TOUCHED
2608,"Kuru Et (Suho meso sa smrekom)",https://drycured.com/recepti-baza/kuru-et-suho-meso-sa-smrekom/,MD-KURU_ET_SUHO_MESO_SA_SMREKOM,3459,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2610,"Tulum Peyniri Dolgulu Et (Meso punjeno sirom)",https://drycured.com/recepti-baza/tulum-peyniri-dolgulu-et-meso-punjeno-sirom/,MD-TULUM_PEYNIRI_DOLGULU_ET_MESO_PUNJENO_SIROM,3614,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2614,"Virovski Čvarci",https://drycured.com/recepti-baza/virovski-cvarci/,MD-VIROVSKI_CVARCI,3320,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2616,"BALERON (POLJSKA DIMLJENA VRATINA)",https://drycured.com/recepti-baza/baleron-poljska-dimljena-vratina/,MD-BALERON_POLJSKA_DIMLJENA_VRATINA,3655,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2620,"SZYNKA WĘDZONA (DIMLJENA ŠUNKA)",https://drycured.com/recepti-baza/szynka-wedzona-dimljena-sunka/,MD-SZYNKA_W_DZONA_DIMLJENA_SUNKA,3470,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2621,"BOCZEK WĘDZONY (DIMLJENA SLANINA)",https://drycured.com/recepti-baza/boczek-wedzony-dimljena-slanina/,MD-BOCZEK_W_DZONY_DIMLJENA_SLANINA,3467,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2622,"Chouriço Tradicional Português (Tradicionalna portugalska kobasica)",https://drycured.com/recepti-baza/chourico-tradicional-portugues-tradicionalna-portugalska-kobasica/,MD-CHOURICO_TRADICIONAL_PORTUGUES_TRADICIONALNA_PORTUGALSKA_KOBASICA,4224,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2623,"Presunto Português (Portugalska pršuta)",https://drycured.com/recepti-baza/presunto-portugues-portugalska-prsuta/,MD-PRESUNTO_PORTUGUES_PORTUGALSKA_PRSUTA,3526,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2624,"Paio Alentejano (Alentejanska kobasica)",https://drycured.com/recepti-baza/paio-alentejano-alentejanska-kobasica/,MD-PAIO_ALENTEJANO_ALENTEJANSKA_KOBASICA,4379,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2625,"Farinheira Alentejana (Kobasica s brašnom iz Alenteja)",https://drycured.com/recepti-baza/farinheira-alentejana-kobasica-s-brasnom-iz-alenteja/,MD-FARINHEIRA_ALENTEJANA_KOBASICA_S_BRASNOM_IZ_ALENTEJA,4497,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2627,"Chouriço de Vinho (Kobasica s Vinom)",https://drycured.com/recepti-baza/chourico-de-vinho-kobasica-s-vinom/,MD-CHOURICO_DE_VINHO_KOBASICA_S_VINOM,4221,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2628,"Paio do Alentejo (Alentejo Dimljena Kobasica)",https://drycured.com/recepti-baza/paio-do-alentejo-alentejo-dimljena-kobasica/,MD-PAIO_DO_ALENTEJO_ALENTEJO_DIMLJENA_KOBASICA,4195,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2629,"Alheira de Mirandela (Kobasica iz Mirandele)",https://drycured.com/recepti-baza/alheira-de-mirandela-kobasica-iz-mirandele/,MD-ALHEIRA_DE_MIRANDELA_KOBASICA_IZ_MIRANDELE,4299,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2631,"Rovinjska Kobasica",https://drycured.com/recepti-baza/rovinjska-kobasica/,MD-ROVINJSKA_KOBASICA,3869,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2632,"Krčki Sir-Kobasica",https://drycured.com/recepti-baza/krcki-sir-kobasica/,MD-KRCKI_SIR_KOBASICA,3928,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2633,"Senjska Šunka",https://drycured.com/recepti-baza/senjska-sunka/,MD-SENJSKA_SUNKA,3242,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2637,"Tradicionalni Thüringer Schinken (Tirinška šunka)",https://drycured.com/recepti-baza/tradicionalni-thuringer-schinken-tirinska-sunka/,MD-TRADICIONALNI_THURINGER_SCHINKEN_TIRINSKA_SUNKA,3450,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2638,"Bavarski Bierschinken (Šunka od piva)",https://drycured.com/recepti-baza/bavarski-bierschinken-sunka-od-piva/,MD-BAVARSKI_BIERSCHINKEN_SUNKA_OD_PIVA,3510,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2645,"Viganjska kobasica od divlje svinje s tavom",https://drycured.com/recepti-baza/viganjska-kobasica-od-divlje-svinje-s-tavom/,MD-VIGANJSKA_KOBASICA_OD_DIVLJE_SVINJE_S_TAVOM,3953,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2664,"BABIC (Tradicionalna babić kobasica)",https://drycured.com/recepti-baza/babic-tradicionalna-babic-kobasica/,MD-BABIC_TRADICIONALNA_BABIC_KOBASICA,4432,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2665,"MUȘCHI ȚIGĂNESC (Ciganski vrat)",https://drycured.com/recepti-baza/muschi-tiganesc-ciganski-vrat/,MD-MU_CHI_IG_NESC_CIGANSKI_VRAT,3869,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2666,"CÂRNAȚI DE BURDUF (Sirnate kobasice)",https://drycured.com/recepti-baza/carnati-de-burduf-sirnate-kobasice/,MD-CARNA_I_DE_BURDUF_SIRNATE_KOBASICE,4285,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2667,"ȘUNCĂ DE MANGALIȚA AFUMATĂ (Dimljena mangulica šunka)",https://drycured.com/recepti-baza/sunca-de-mangalita-afumata-dimljena-mangulica-sunka/,MD-UNC_DE_MANGALI_A_AFUMAT_DIMLJENA_MANGULICA_SUNKA,3829,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2668,"CÂRNAŢI DE PLEŞCOI (Pleščojske kobasice)",https://drycured.com/recepti-baza/carnati-de-plescoi-plescojske-kobasice/,MD-CARNA_I_DE_PLE_COI_PLESCOJSKE_KOBASICE,4270,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2670,"GHIUDEM (Suha kobasica od ovčetine)",https://drycured.com/recepti-baza/ghiudem-suha-kobasica-od-ovcetine/,MD-GHIUDEM_SUHA_KOBASICA_OD_OVCETINE,4177,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2682,"HIGHLAND VENISON HAM (DIMLJENA ŠUNKA OD JELENA)",https://drycured.com/recepti-baza/highland-venison-ham-dimljena-sunka-od-jelena/,MD-HIGHLAND_VENISON_HAM_DIMLJENA_SUNKA_OD_JELENA,3736,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2683,"EDINBURGH POTTED HOG (KONZERVIRANO SVINJSKO MESO)",https://drycured.com/recepti-baza/edinburgh-potted-hog-konzervirano-svinjsko-meso/,MD-EDINBURGH_POTTED_HOG_KONZERVIRANO_SVINJSKO_MESO,3964,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2684,"ŠKOTSKI HAGGIS",https://drycured.com/recepti-baza/skotski-haggis/,MD-SKOTSKI_HAGGIS,3665,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2687,"AYRSHIRE PRESAVICA (AYRSHIRE MIDDLE CUT)",https://drycured.com/recepti-baza/ayrshire-presavica-ayrshire-middle-cut/,MD-AYRSHIRE_PRESAVICA_AYRSHIRE_MIDDLE_CUT,3761,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2688,"HIGHLANDS JERKY (SUŠENA DIVLJAČ)",https://drycured.com/recepti-baza/highlands-jerky-susena-divljac/,MD-HIGHLANDS_JERKY_SUSENA_DIVLJAC,3760,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2689,"KopačkiRib Začinska Štruca",https://drycured.com/recepti-baza/kopackirib-zacinska-struca/,MD-KOPACKIRIB_ZACINSKA_STRUCA,3544,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2691,"Valpovačka Zimska Devenica",https://drycured.com/recepti-baza/valpovacka-zimska-devenica/,MD-VALPOVACKA_ZIMSKA_DEVENICA,3487,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2692,"Požeška Začinska Štruca",https://drycured.com/recepti-baza/pozeska-zacinska-struca/,MD-POZESKA_ZACINSKA_STRUCA,3486,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2693,"Osječki Začinski Špek",https://drycured.com/recepti-baza/osjecki-zacinski-spek/,MD-OSJECKI_ZACINSKI_SPEK,3442,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2694,"Požeški Pikantni Vrat",https://drycured.com/recepti-baza/pozeski-pikantni-vrat/,MD-POZESKI_PIKANTNI_VRAT,3573,YES,NO,YES,NO,OK_DCV5_NOT_TOUCHED
2695,"Slavonsko-Brodski Ljuti Čvarci",https://drycured.com/recepti-baza/slavonsko-brodski-ljuti-cvarci/,MD-SLAVONSKO_BRODSKI_LJUTI_CVARCI,3568,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2696,"Nasički Fermentirani Vrat",https://drycured.com/recepti-baza/nasicki-fermentirani-vrat/,MD-NASICKI_FERMENTIRANI_VRAT,3552,YES,NO,YES,NO,OK_DCV5_NOT_TOUCHED
2697,"Baranjska Ljuta Slavonska Kobasica",https://drycured.com/recepti-baza/baranjska-ljuta-slavonska-kobasica/,MD-BARANJSKA_LJUTA_SLAVONSKA_KOBASICA,3937,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2698,"Slavonska Domaća Suhomesnata Salama",https://drycured.com/recepti-baza/slavonska-domaca-suhomesnata-salama/,MD-SLAVONSKA_DOMACA_SUHOMESNATA_SALAMA,3972,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2699,"Baranjska Fermenetirana Kobasica",https://drycured.com/recepti-baza/baranjska-fermenetirana-kobasica/,MD-BARANJSKA_FERMENETIRANA_KOBASICA,3849,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2701,"Vukovarska Tradicionalna Kobasica",https://drycured.com/recepti-baza/vukovarska-tradicionalna-kobasica/,MD-VUKOVARSKA_TRADICIONALNA_KOBASICA,3823,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2702,"Baranjski Začinski Špek s Pustara Začinima",https://drycured.com/recepti-baza/baranjski-zacinski-spek-s-pustara-zacinima/,MD-BARANJSKI_ZACINSKI_SPEK_S_PUSTARA_ZACINIMA,3409,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2703,"Erdutski Fermentirani Vrat s Podunavskim Začinima",https://drycured.com/recepti-baza/erdutski-fermentirani-vrat-s-podunavskim-zacinima/,MD-ERDUTSKI_FERMENTIRANI_VRAT_S_PODUNAVSKIM_ZACINIMA,3705,YES,NO,YES,NO,OK_DCV5_NOT_TOUCHED
2704,"Osječko-Baranjski Ljuti Špek s Divljim Travama",https://drycured.com/recepti-baza/osjecko-baranjski-ljuti-spek-s-divljim-travama/,MD-OSJECKO_BARANJSKI_LJUTI_SPEK_S_DIVLJIM_TRAVAMA,3343,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2705,"Vukovarski Fermentirani Vrat s Podunavskim Začinima",https://drycured.com/recepti-baza/vukovarski-fermentirani-vrat-s-podunavskim-zacinima/,MD-VUKOVARSKI_FERMENTIRANI_VRAT_S_PODUNAVSKIM_ZACINIMA,3678,YES,NO,YES,NO,OK_DCV5_NOT_TOUCHED
2707,"Klobása (slovačka kobasica)",https://drycured.com/recepti-baza/klobasa-slovacka-kobasica/,MD-KLOBASA_SLOVACKA_KOBASICA,4343,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2708,"Údené mäso (dimljeno meso)",https://drycured.com/recepti-baza/udene-maso-dimljeno-meso/,MD-UDENE_MASO_DIMLJENO_MESO,3834,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2712,"Koroška tunka",https://drycured.com/recepti-baza/koroska-tunka/,MD-KOROSKA_TUNKA,4221,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2713,"Zasavska klobasa (Zasavska kobasica)",https://drycured.com/recepti-baza/zasavska-klobasa-zasavska-kobasica/,MD-ZASAVSKA_KLOBASA_ZASAVSKA_KOBASICA,4243,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2714,"Prleška tünka",https://drycured.com/recepti-baza/prleska-tunka/,MD-PRLESKA_TUNKA,3894,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2715,"Idrijsko kosilo",https://drycured.com/recepti-baza/idrijsko-kosilo/,MD-IDRIJSKO_KOSILO,3795,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2717,"Savinjski želodec (Savinjski želudac)",https://drycured.com/recepti-baza/savinjski-zelodec-savinjski-zeludac/,MD-SAVINJSKI_ZELODEC_SAVINJSKI_ZELUDAC,3567,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2718,"Prekmurska šunka",https://drycured.com/recepti-baza/prekmurska-sunka/,MD-PREKMURSKA_SUNKA,3311,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2722,"Crnogorska Pršuta (Njeguška pršuta)",https://drycured.com/recepti-baza/crnogorska-prsuta-njeguska-prsuta/,MD-CRNOGORSKA_PRSUTA_NJEGUSKA_PRSUTA,3330,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2723,"Crnogorska Kastradina",https://drycured.com/recepti-baza/crnogorska-kastradina/,MD-CRNOGORSKA_KASTRADINA,3459,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2724,"PRINSKORV (ŠVEDSKE TANKE DIMLJENE KOBASICE)",https://drycured.com/recepti-baza/prinskorv-svedske-tanke-dimljene-kobasice/,MD-PRINSKORV_SVEDSKE_TANKE_DIMLJENE_KOBASICE,4124,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2725,"FLÄSKLÄGG (DIMLJENA SVINJSKA KOLJENICA)",https://drycured.com/recepti-baza/flasklagg-dimljena-svinjska-koljenica/,MD-FLASKLAGG_DIMLJENA_SVINJSKA_KOLJENICA,3704,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2726,"ÖLÄNDSK GETKORV (ÖLANDSKA KOZJA KOBASICA)",https://drycured.com/recepti-baza/olandsk-getkorv-olandska-kozja-kobasica/,MD-OLANDSK_GETKORV_OLANDSKA_KOZJA_KOBASICA,4059,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2727,"KRONOBERGSKORV (KRONOBERGŠKA KOBASICA)",https://drycured.com/recepti-baza/kronobergskorv-kronobergska-kobasica/,MD-KRONOBERGSKORV_KRONOBERGSKA_KOBASICA,4158,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2728,"VÄRMLANDSKORV (VÄRMLANDSKA DIMLJENA KOBASICA)",https://drycured.com/recepti-baza/varmlandskorv-varmlandska-dimljena-kobasica/,MD-VARMLANDSKORV_VARMLANDSKA_DIMLJENA_KOBASICA,4166,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2729,"FALUKORV (TRADICIONALNA ŠVEDSKA KOBASICA)",https://drycured.com/recepti-baza/falukorv-tradicionalna-svedska-kobasica/,MD-FALUKORV_TRADICIONALNA_SVEDSKA_KOBASICA,3977,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2730,"GRAVAD LAX (ŠVEDSKI GRAVLJENI LOSOS)",https://drycured.com/recepti-baza/gravad-lax-svedski-gravljeni-losos/,MD-GRAVAD_LAX_SVEDSKI_GRAVLJENI_LOSOS,3579,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2732,"ISTERBAND (ŠVEDSKA FERMENTIRANA KOBASICA)",https://drycured.com/recepti-baza/isterband-svedska-fermentirana-kobasica/,MD-ISTERBAND_SVEDSKA_FERMENTIRANA_KOBASICA,4166,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2733,"SPICKESKINKA (ŠVEDSKA SUHA ŠUNKA)",https://drycured.com/recepti-baza/spickeskinka-svedska-suha-sunka/,MD-SPICKESKINKA_SVEDSKA_SUHA_SUNKA,3418,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2736,"GLARNER KALBERWURST (TELEĆA KOBASICA IZ GLARUSA)",https://drycured.com/recepti-baza/glarner-kalberwurst-teleca-kobasica-iz-glarusa/,MD-GLARNER_KALBERWURST_TELECA_KOBASICA_IZ_GLARUSA,4359,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2737,"CHURER SALSIZ (DIVLJAČKA KOBASICA IZ CHURA)",https://drycured.com/recepti-baza/churer-salsiz-divljacka-kobasica-iz-chura/,MD-CHURER_SALSIZ_DIVLJACKA_KOBASICA_IZ_CHURA,4550,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2741,"AARGAUER RÜEBLIWURST (MESNATA KOBASICA S MRKVOM)",https://drycured.com/recepti-baza/aargauer-ruebliwurst-mesnata-kobasica-s-mrkvom/,MD-AARGAUER_RUEBLIWURST_MESNATA_KOBASICA_S_MRKVOM,4277,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2744,"WALLISER TROCKENFLEISCH (SUŠENA GOVEDINA IZ VALAISA)",https://drycured.com/recepti-baza/walliser-trockenfleisch-susena-govedina-iz-valaisa/,MD-WALLISER_TROCKENFLEISCH_SUSENA_GOVEDINA_IZ_VALAISA,3449,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2745,"SALSIZ (ALPSKA SUHA KOBASICA)",https://drycured.com/recepti-baza/salsiz-alpska-suha-kobasica/,MD-SALSIZ_ALPSKA_SUHA_KOBASICA,4379,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2746,"CULATELLO DI ZIBELLO",https://drycured.com/recepti-baza/culatello-di-zibello/,MD-CULATELLO_DI_ZIBELLO,3706,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2747,"LONZINO (LOMBO)",https://drycured.com/recepti-baza/lonzino-lombo/,MD-LONZINO_LOMBO,3582,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2774,"Jambon Persillé (Šunka u želeu s peršinom)",https://drycured.com/recepti-baza/jambon-persille-sunka-u-zeleu-s-persinom/,MD-JAMBON_PERSILLE_SUNKA_U_ZELEU_S_PERSINOM,3638,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
