post_id,title,slug,status,url,country_meta,region_meta,code_meta
2100,"Miholjačka Začinska Salama",miholjacka-zacinska-salama,publish,https://drycured.com/recepti-baza/miholjacka-zacinska-salama/,,,MD-MIHOLJACKA_ZACINSKA_SALAMA
2101,"Vinkovački Slavonski Kulen - Stara obiteljska receptura",vinkovacki-slavonski-kulen-stara-obiteljska-receptura,publish,https://drycured.com/recepti-baza/vinkovacki-slavonski-kulen-stara-obiteljska-receptura/,,,MD-VINKOVACKI_SLAVONSKI_KULEN_STARA_OBITELJSKA_RECEPTURA
2102,"Slovačka slanina (Slovenská slanina)",slovacka-slanina-slovenska-slanina,publish,https://drycured.com/recepti-baza/slovacka-slanina-slovenska-slanina/,,,MD-SLOVACKA_SLANINA_SLOVENSKA_SLANINA
2103,"Kranjska klobasa (Kranjska kobasica)",kranjska-klobasa-kranjska-kobasica,publish,https://drycured.com/recepti-baza/kranjska-klobasa-kranjska-kobasica/,,,MD-KRANJSKA_KLOBASA_KRANJSKA_KOBASICA
2104,"Kraški pršut",kraski-prsut,publish,https://drycured.com/recepti-baza/kraski-prsut/,,,MD-KRASKI_PRSUT
2105,"Belokranjska jagenjčara",belokranjska-jagenjcara,draft,https://drycured.com/?post_type=dry_recipe&p=2105,,,SI-BELOKRANJSKA_JAGENJCARA-0500
2106,"Gorenjska zaseka",gorenjska-zaseka,publish,https://drycured.com/recepti-baza/gorenjska-zaseka/,,,MD-GORENJSKA_ZASEKA
2107,"Vipavska panceta",vipavska-panceta,publish,https://drycured.com/recepti-baza/vipavska-panceta/,,,MD-VIPAVSKA_PANCETA
2108,"Tolminska salama",tolminska-salama,publish,https://drycured.com/recepti-baza/tolminska-salama/,,,MD-TOLMINSKA_SALAMA
2109,"Recepata za Suhomesnate Proizvode iz Crne Gore - Dokument #1",recepata-za-suhomesnate-proizvode-iz-crne-gore-dokument-1,draft,https://drycured.com/?post_type=dry_recipe&p=2109,,,ME-RECEPATA_ZA_SUHOMESNATE_PROIZVODE_IZ_CRNE_-0507
2110,"Crnogorska Slanina (Durmitorska panćeta)",crnogorska-slanina-durmitorska-panceta,publish,https://drycured.com/recepti-baza/crnogorska-slanina-durmitorska-panceta/,,,MD-CRNOGORSKA_SLANINA_DURMITORSKA_PANCETA
2111,"LANDJÄGER (TRADICIONALNE DIMLJENE KOBASICE)",landjager-tradicionalne-dimljene-kobasice,publish,https://drycured.com/recepti-baza/landjager-tradicionalne-dimljene-kobasice/,,,MD-LANDJAGER_TRADICIONALNE_DIMLJENE_KOBASICE
2112,"NOVIH ŠVICARSKIH RECEPATA ZA SUHOMESNATE PROIZVODE",novih-svicarskih-recepata-za-suhomesnate-proizvode,draft,https://drycured.com/?post_type=dry_recipe&p=2112,,,CH-NOVIH_SVICARSKIH_RECEPATA_ZA_SUHOMESNATE_P-0524
2113,"VACHERIN FRIBOURGEOIS METTWURST (DIMLJENA KOBASICA S ALPSKIM SIROM)",vacherin-fribourgeois-mettwurst-dimljena-kobasica-s-alpskim-sirom,publish,https://drycured.com/recepti-baza/vacherin-fribourgeois-mettwurst-dimljena-kobasica-s-alpskim-sirom/,,,MD-VACHERIN_FRIBOURGEOIS_METTWURST_DIMLJENA_KOBASICA_S_ALPSKIM_SIROM
2114,"ST. GALLER OLMA-BRATWURST (TELEĆA KOBASICA ZA PEČENJE)",st-galler-olma-bratwurst-teleca-kobasica-za-pecenje,private,https://drycured.com/?post_type=dry_recipe&p=2114,,,MD-ST_GALLER_OLMA_BRATWURST_TELECA_KOBASICA_ZA_PECENJE
2115,"BRESAOLA DELLA VALTELLINA",bresaola-della-valtellina,publish,https://drycured.com/recepti-baza/bresaola-della-valtellina/,,,MD-BRESAOLA_DELLA_VALTELLINA
2116,"COPPA PIACENTINA",coppa-piacentina,publish,https://drycured.com/recepti-baza/coppa-piacentina/,,,MD-COPPA_PIACENTINA
2117,"Finocchiona Toscana IGP — edukativni profil",finocchiona-toscana-igp-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2117,,,IT-TOS-FINOCCHIONA-IGP-001
2118,"Mortadella Bologna IGP — edukativni profil",mortadella-bologna-igp-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2118,,,IT-ER-MORTADELLA-BOLOGNA-IGP-001
2119,"Prosciutto di San Daniele DOP — edukativni profil",prosciutto-di-san-daniele-dop-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2119,,,IT-FVG-PROSCIUTTO-SAN-DANIELE-DOP-001
2120,"Lardo di Colonnata IGP — edukativni profil",lardo-di-colonnata-igp-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2120,,,IT-TOS-LARDO-COLONNATA-IGP-001
2121,"Chorizo Riojano IGP — edukativni profil",chorizo-riojano-igp-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2121,,,ES-RIO-CHORIZO-RIOJANO-IGP-001
2122,"Traditional Cumberland Sausage PGI — edukativni profil",traditional-cumberland-sausage-pgi-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2122,,,UK-ENG-CUMBERLAND-SAUSAGE-PGI-001
2123,"Kabanosy staropolskie TSG — edukativni profil",kabanosy-staropolskie-tsg-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2123,,,PL-KABANOSY-TSG-001
2124,"Kraški pršut PGI — edukativni profil",kraski-prsut-pgi-edukativni-profil,draft,https://drycured.com/?post_type=dry_recipe&p=2124,,,SI-KRAS-PRUT-PGI-001
2186,"Slavonski kulen / Slavonski kulin — ZOZP",hr-slv-kul-zozp-001,draft,https://drycured.com/?post_type=dry_recipe&p=2186,,,HR-SLV-KUL-ZOZP-001
2187,"Slavonska kobasica — ZOZP",hr-slv-kob-zozp-001,draft,https://drycured.com/?post_type=dry_recipe&p=2187,,,HR-SLV-KOB-ZOZP-001
2188,"Slavonska cajna kobasica — tradicijska",hr-slv-caj-trad-001,draft,https://drycured.com/?post_type=dry_recipe&p=2188,,,HR-SLV-CAJ-TRAD-001
2189,"Slavonska sušena slanina / Slavonski špek",hr-slv-sla-trad-001,draft,https://drycured.com/?post_type=dry_recipe&p=2189,,,HR-SLV-SLA-TRAD-001
2224,"Domaći pršut",hr-cjp-prs-001,draft,https://drycured.com/?post_type=dry_recipe&p=2224,,,HR-CJP-PRS-001
2225,"Suha šunka",hr-cjp-sun-001,draft,https://drycured.com/?post_type=dry_recipe&p=2225,,,HR-CJP-SUN-001
2226,"Suha lopatica / plećka",hr-cjp-ple-001,draft,https://drycured.com/?post_type=dry_recipe&p=2226,,,HR-CJP-PLE-001
2227,"Svinjska rolanka",hr-cjp-rol-001,draft,https://drycured.com/?post_type=dry_recipe&p=2227,,,HR-CJP-ROL-001
2228,"Domaća slanina / panceta",hr-cjp-pan-001,draft,https://drycured.com/?post_type=dry_recipe&p=2228,,,HR-CJP-PAN-001
2229,"Suha vratina",hr-cjp-vra-001,draft,https://drycured.com/?post_type=dry_recipe&p=2229,,,HR-CJP-VRA-001
2230,"Suhi kare / pečenica",hr-cjp-kar-001,draft,https://drycured.com/?post_type=dry_recipe&p=2230,,,HR-CJP-KAR-001
2231,"Suha rebra",hr-cjp-reb-001,draft,https://drycured.com/?post_type=dry_recipe&p=2231,,,HR-CJP-REB-001
2232,"Suhe koljenice",hr-cjp-kol-001,draft,https://drycured.com/?post_type=dry_recipe&p=2232,,,HR-CJP-KOL-001
2233,"Suhe nogice i rep",hr-cjp-nor-001,draft,https://drycured.com/?post_type=dry_recipe&p=2233,,,HR-CJP-NOR-001
2235,"Domaće Svinjske Kobasice",hr-rec-001,draft,https://drycured.com/?post_type=dry_recipe&p=2235,,,HR-REC-001
2236,"Domaće Slaninske Kobasice",hr-rec-002,draft,https://drycured.com/?post_type=dry_recipe&p=2236,,,HR-REC-002
2237,"Slavonske Kobasice",hr-rec-003,draft,https://drycured.com/?post_type=dry_recipe&p=2237,,,HR-REC-003
2238,"Velikogoričke Kobasice",hr-rec-004,draft,https://drycured.com/?post_type=dry_recipe&p=2238,,,HR-REC-004
2239,"Kranjske Kobasice",hr-rec-005,draft,https://drycured.com/?post_type=dry_recipe&p=2239,,,HR-REC-005
2240,"Ratarske Kobasice",hr-rec-006,draft,https://drycured.com/?post_type=dry_recipe&p=2240,,,HR-REC-006
2241,"Turopoljske Kobasice",hr-rec-007,draft,https://drycured.com/?post_type=dry_recipe&p=2241,,,HR-REC-007
2242,"Prokupljanske Kobasice",hr-rec-008,draft,https://drycured.com/?post_type=dry_recipe&p=2242,,,HR-REC-008
2243,"Vinogradarske Kobasice",hr-rec-009,draft,https://drycured.com/?post_type=dry_recipe&p=2243,,,HR-REC-009
2244,"Šestinske Kobasice",hr-rec-010,draft,https://drycured.com/?post_type=dry_recipe&p=2244,,,HR-REC-010
2245,"Gračanske Kobasice",hr-rec-011,draft,https://drycured.com/?post_type=dry_recipe&p=2245,,,HR-REC-011
2246,"Horgoške Kobasice",hr-rec-012,draft,https://drycured.com/?post_type=dry_recipe&p=2246,,,HR-REC-012
2247,"Uskrsne Kobasice",hr-rec-013,draft,https://drycured.com/?post_type=dry_recipe&p=2247,,,HR-REC-013
2248,"Kukuruzne Kobasice",hr-rec-014,draft,https://drycured.com/?post_type=dry_recipe&p=2248,,,HR-REC-014
2249,"Primorske Kobasice",hr-rec-015,draft,https://drycured.com/?post_type=dry_recipe&p=2249,,,HR-REC-015
2250,"Sinjske Kobasice",hr-rec-016,draft,https://drycured.com/?post_type=dry_recipe&p=2250,,,HR-REC-016
2251,"Podravske Kobasice",hr-rec-017,draft,https://drycured.com/?post_type=dry_recipe&p=2251,,,HR-REC-017
2252,"Proljetne Kobasice",hr-rec-018,draft,https://drycured.com/?post_type=dry_recipe&p=2252,,,HR-REC-018
2253,"Ljetne Kobasice",hr-rec-019,draft,https://drycured.com/?post_type=dry_recipe&p=2253,,,HR-REC-019
2254,"Đakovačke Kobasice",hr-rec-020,draft,https://drycured.com/?post_type=dry_recipe&p=2254,,,HR-REC-020
2255,"Ličke Kobasice",hr-rec-021,draft,https://drycured.com/?post_type=dry_recipe&p=2255,,,HR-REC-021
2256,"Istarske Kobasice",hr-rec-022,draft,https://drycured.com/?post_type=dry_recipe&p=2256,,,HR-REC-022
2257,"Pokupske Kobasice",hr-rec-023,draft,https://drycured.com/?post_type=dry_recipe&p=2257,,,HR-REC-023
2258,"Ljute Kobasice",hr-rec-024,draft,https://drycured.com/?post_type=dry_recipe&p=2258,,,HR-REC-024
2259,"Salaške Kobasice",hr-rec-025,draft,https://drycured.com/?post_type=dry_recipe&p=2259,,,HR-REC-025
2260,"Srijemske Kobasice",hr-rec-026,draft,https://drycured.com/?post_type=dry_recipe&p=2260,,,HR-REC-026
2261,"Slatinske Kobasice",hr-rec-027,draft,https://drycured.com/?post_type=dry_recipe&p=2261,,,HR-REC-027
2262,"Kolinjske Kobasice",hr-rec-028,draft,https://drycured.com/?post_type=dry_recipe&p=2262,,,HR-REC-028
2263,"Velebitske Kobasice",hr-rec-029,draft,https://drycured.com/?post_type=dry_recipe&p=2263,,,HR-REC-029
2264,"Pučke Kobasice",hr-rec-030,draft,https://drycured.com/?post_type=dry_recipe&p=2264,,,HR-REC-030
2265,"Domaće Kratke Kobasice",hr-rec-031,draft,https://drycured.com/?post_type=dry_recipe&p=2265,,,HR-REC-031
2266,"Zagorske Kobasice",hr-rec-032,draft,https://drycured.com/?post_type=dry_recipe&p=2266,,,HR-REC-032
2267,"Roštilj Kobasice",hr-rec-033,draft,https://drycured.com/?post_type=dry_recipe&p=2267,,,HR-REC-033
2268,"Seljačke Kobasice",hr-rec-034,draft,https://drycured.com/?post_type=dry_recipe&p=2268,,,HR-REC-034
2269,"Starogradske Kobasice",hr-rec-035,draft,https://drycured.com/?post_type=dry_recipe&p=2269,,,HR-REC-035
2270,"Začinske Kobasice",hr-rec-036,draft,https://drycured.com/?post_type=dry_recipe&p=2270,,,HR-REC-036
2271,"Pivske Kobasice",hr-rec-037,draft,https://drycured.com/?post_type=dry_recipe&p=2271,,,HR-REC-037
2272,"Gurmanske Kobasice",hr-rec-038,draft,https://drycured.com/?post_type=dry_recipe&p=2272,,,HR-REC-038
2273,"Domaći Kulin",hr-rec-039,draft,https://drycured.com/?post_type=dry_recipe&p=2273,,,HR-REC-039
2274,"Kulinova Seka",hr-rec-040,draft,https://drycured.com/?post_type=dry_recipe&p=2274,,,HR-REC-040
2275,"Sinjski Sudžuk",hr-rec-041,draft,https://drycured.com/?post_type=dry_recipe&p=2275,,,HR-REC-041
2276,"Domaća Salama",hr-rec-042,draft,https://drycured.com/?post_type=dry_recipe&p=2276,,,HR-REC-042
2277,"Baranjska Salama",hr-rec-043,draft,https://drycured.com/?post_type=dry_recipe&p=2277,,,HR-REC-043
2278,"Samoborske Češnjovke",hr-rec-044,draft,https://drycured.com/?post_type=dry_recipe&p=2278,,,HR-REC-044
2279,"Domaće Pečenice",hr-rec-045,draft,https://drycured.com/?post_type=dry_recipe&p=2279,,,HR-REC-045
2280,"Goriške Pečenice",hr-rec-046,draft,https://drycured.com/?post_type=dry_recipe&p=2280,,,HR-REC-046
2281,"Obiteljske Pečenice",hr-rec-047,draft,https://drycured.com/?post_type=dry_recipe&p=2281,,,HR-REC-047
2282,"Seoske Pečenice",hr-rec-048,draft,https://drycured.com/?post_type=dry_recipe&p=2282,,,HR-REC-048
2283,"Krepke Pečenice",hr-rec-049,draft,https://drycured.com/?post_type=dry_recipe&p=2283,,,HR-REC-049
2284,"Dijetne Pečenice",hr-rec-050,draft,https://drycured.com/?post_type=dry_recipe&p=2284,,,HR-REC-050
2285,"Alpske Pečenice",hr-rec-051,draft,https://drycured.com/?post_type=dry_recipe&p=2285,,,HR-REC-051
2286,"Domaće Krvavice",hr-rec-052,draft,https://drycured.com/?post_type=dry_recipe&p=2286,,,HR-REC-052
2287,"Zagorske Krvavice",hr-rec-053,draft,https://drycured.com/?post_type=dry_recipe&p=2287,,,HR-REC-053
2288,"Zagrebačke Krvavice",hr-rec-054,draft,https://drycured.com/?post_type=dry_recipe&p=2288,,,HR-REC-054
2289,"Domaće Bijele Krvavice",hr-rec-055,draft,https://drycured.com/?post_type=dry_recipe&p=2289,,,HR-REC-055
2290,"Pikantne Krvavice",hr-rec-056,draft,https://drycured.com/?post_type=dry_recipe&p=2290,,,HR-REC-056
2291,"Dijetne Krvavice",hr-rec-057,draft,https://drycured.com/?post_type=dry_recipe&p=2291,,,HR-REC-057
2292,"Međimurske Crne Čurke",hr-rec-058,draft,https://drycured.com/?post_type=dry_recipe&p=2292,,,HR-REC-058
2293,"Turopoljske Devenice",hr-rec-059,draft,https://drycured.com/?post_type=dry_recipe&p=2293,,,HR-REC-059
2294,"Domaće Tlačenice",hr-rec-060,draft,https://drycured.com/?post_type=dry_recipe&p=2294,,,HR-REC-060
2295,"Domaće Jetrenjače",hr-rec-061,draft,https://drycured.com/?post_type=dry_recipe&p=2295,,,HR-REC-061
2353,"Pastërma (Albansko suho meso)",pasterma-albansko-suho-meso,publish,https://drycured.com/recepti-baza/pasterma-albansko-suho-meso/,,,MD-PASTERMA_ALBANSKO_SUHO_MESO
2354,"Suxhuk (Albanska suha kobasica)",suxhuk-albanska-suha-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2354,,,ALB-SUXHUK-ALBANSKA-SUHA-KOBASICA
2355,"Proshuta Shqiptare – albanska pršuta",proshuta-shqiptare-albanska-prsuta,publish,https://drycured.com/recepti-baza/proshuta-shqiptare-albanska-prsuta/,,,MD-PROSHUTA_SHQIPTARE_ALBANSKA_PRSUTA
2356,"Kackavall i thatë (Albanski suhi sir)",kackavall-i-thate-albanski-suhi-sir,private,https://drycured.com/?post_type=dry_recipe&p=2356,,,MD-KACKAVALL_I_THATE_ALBANSKI_SUHI_SIR
2357,"Mish i thatë (Albanska suha janjetina)",mish-i-thate-albanska-suha-janjetina,draft,https://drycured.com/?post_type=dry_recipe&p=2357,,,ALB-MISH-I-THATE-ALBANSKA
2358,"Steirischer Rohschinken (Štajerska sirova šunka)",steirischer-rohschinken-stajerska-sirova-sunka,draft,https://drycured.com/?post_type=dry_recipe&p=2358,,,AUS-STEIRISCHER-ROHSCHINKEN-STAJER
2359,"Vorarlberger Mostbröckle – vorarlberška dimljena govedina",vorarlberger-mostbrockle-vorarlberska-dimljena-govedina,publish,https://drycured.com/recepti-baza/vorarlberger-mostbrockle-vorarlberska-dimljena-govedina/,,,MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA
2360,"Austrijska Käsekrainer (Kobasica sa sirom)",austrijska-kasekrainer-kobasica-sa-sirom,draft,https://drycured.com/?post_type=dry_recipe&p=2360,,,FIN-AUSTRIJSKA-KASEKRAINER-KOBASIC
2361,"Mađarska Gyulai Kolbász (Gyulai kobasica)",madarska-gyulai-kolbasz-gyulai-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2361,,,FIN-MAARSKA-GYULAI-KOLBASZ-GYULAI
2362,"Finska Meetvursti (Suha kobasica)",finska-meetvursti-suha-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2362,,,FIN-FINSKA-MEETVURSTI-SUHA-KOBASIC
2363,"Sastojci za 10 kg mesa:",sastojci-za-10-kg-mesa,draft,https://drycured.com/?post_type=dry_recipe&p=2363,,,BAL-SASTOJCI-ZA-10-KG
2373,"FILET D'ANVERS (ANTVERPSKI FILE)",filet-danvers-antverpski-file,draft,https://drycured.com/?post_type=dry_recipe&p=2373,,,BEL-FILET-DANVERS-ANTVERPSKI-FILE
2374,"SAUCISSE AU FROMAGE DE HERVE (KOBASICA SA SIROM HERVE)",saucisse-au-fromage-de-herve-kobasica-sa-sirom-herve,draft,https://drycured.com/?post_type=dry_recipe&p=2374,,,BEL-SAUCISSE-AU-FROMAGE-DE
2375,"COLLIER FUMÉ DE WALLONIE (DIMLJENI SVINJSKI VRAT IZ VALONIJE)",collier-fume-de-wallonie-dimljeni-svinjski-vrat-iz-valonije,draft,https://drycured.com/?post_type=dry_recipe&p=2375,,,BEL-COLLIER-FUME-DE-WALLONIE
2376,"JAMBON D'ARDENNE (ARDENSKI PRŠUT)",jambon-dardenne-ardenski-prsut,draft,https://drycured.com/?post_type=dry_recipe&p=2376,,,BEL-JAMBON-DARDENNE-ARDENSKI-PRSUT
2377,"PÂTÉ GAUMAIS (GAUME PAŠTETA)",pate-gaumais-gaume-pasteta,draft,https://drycured.com/?post_type=dry_recipe&p=2377,,,BEL-PATE-GAUMAIS-GAUME-PASTETA
2378,"TÊTE PRESSÉE (PREZVURŠT)",tete-pressee-prezvurst,draft,https://drycured.com/?post_type=dry_recipe&p=2378,,,BEL-TETE-PRESSEE-PREZVURST
2379,"BOULETTE DE LIÈGE (LIEŠKA MESNA KOBASICA)",boulette-de-liege-lieska-mesna-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2379,,,BEL-BOULETTE-DE-LIEGE-LIESKA
2380,"SAUCISSON D'ARDENNE (ARDENSKI KULEN)",saucisson-dardenne-ardenski-kulen-2,draft,https://drycured.com/?post_type=dry_recipe&p=2380,,,BEL-SAUCISSON-DARDENNE-ARDENSKI-KU
2381,"Nadenitsa (Наденица)",nadenitsa-%d0%bd%d0%b0%d0%b4%d0%b5%d0%bd%d0%b8%d1%86%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2381,,,BUG-NADENITSA
2382,"Rulopep (Рулопеп)",rulopep-%d1%80%d1%83%d0%bb%d0%be%d0%bf%d0%b5%d0%bf,draft,https://drycured.com/?post_type=dry_recipe&p=2382,,,BUG-RULOPEP
2383,"Banska Kapama (Банска капама)",banska-kapama-%d0%b1%d0%b0%d0%bd%d1%81%d0%ba%d0%b0-%d0%ba%d0%b0%d0%bf%d0%b0%d0%bc%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2383,,,BUG-BANSKA-KAPAMA
2384,"Katino Meze (Катино мезе)",katino-meze-%d0%ba%d0%b0%d1%82%d0%b8%d0%bd%d0%be-%d0%bc%d0%b5%d0%b7%d0%b5,draft,https://drycured.com/?post_type=dry_recipe&p=2384,,,BUG-KATINO-MEZE
2385,"Drobsarma (Дробсарма)",drobsarma-%d0%b4%d1%80%d0%be%d0%b1%d1%81%d0%b0%d1%80%d0%bc%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2385,,,BUG-DROBSARMA
2386,"Maleshevska Babichka (Малешевска бабичка)",maleshevska-babichka-%d0%bc%d0%b0%d0%bb%d0%b5%d1%88%d0%b5%d0%b2%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%b1%d0%b8%d1%87%d0%ba%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2386,,,BUG-MALESHEVSKA-BABICHKA
2387,"Kraishte Pastarma (Краищенска пастърма)",kraishte-pastarma-%d0%ba%d1%80%d0%b0%d0%b8%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%bf%d0%b0%d1%81%d1%82%d1%8a%d1%80%d0%bc%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2387,,,BUG-KRAISHTE-PASTARMA
2388,"Strandzhansko Dyado (Странджанско дядо)",strandzhansko-dyado-%d1%81%d1%82%d1%80%d0%b0%d0%bd%d0%b4%d0%b6%d0%b0%d0%bd%d1%81%d0%ba%d0%be-%d0%b4%d1%8f%d0%b4%d0%be,draft,https://drycured.com/?post_type=dry_recipe&p=2388,,,BUG-STRANDZHANSKO-DYADO
2389,"Srednogorska Kaska (Средногорска каска)",srednogorska-kaska-%d1%81%d1%80%d0%b5%d0%b4%d0%bd%d0%be%d0%b3%d0%be%d1%80%d1%81%d0%ba%d0%b0-%d0%ba%d0%b0%d1%81%d0%ba%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2389,,,BUG-SREDNOGORSKA-KASKA
2390,"Dobrudzhanski Babek (Добруджански бабек)",dobrudzhanski-babek-%d0%b4%d0%be%d0%b1%d1%80%d1%83%d0%b4%d0%b6%d0%b0%d0%bd%d1%81%d0%ba%d0%b8-%d0%b1%d0%b0%d0%b1%d0%b5%d0%ba,draft,https://drycured.com/?post_type=dry_recipe&p=2390,,,BUG-DOBRUDZHANSKI-BABEK
2391,"Lukanka (Луканка)",lukanka-%d0%bb%d1%83%d0%ba%d0%b0%d0%bd%d0%ba%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2391,,,BUG-LUKANKA
2392,"Sudjuk (Суджук)",sudjuk-%d1%81%d1%83%d0%b4%d0%b6%d1%83%d0%ba,draft,https://drycured.com/?post_type=dry_recipe&p=2392,,,BUG-SUDJUK
2393,"Elena filet (Еленски филе)",elena-filet-%d0%b5%d0%bb%d0%b5%d0%bd%d1%81%d0%ba%d0%b8-%d1%84%d0%b8%d0%bb%d0%b5,draft,https://drycured.com/?post_type=dry_recipe&p=2393,,,BUG-ELENA-FILET
2394,"Pastarma (Пастърма)",pastarma-%d0%bf%d0%b0%d1%81%d1%82%d1%8a%d1%80%d0%bc%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2394,,,BUG-PASTARMA
2395,"Banski Starec (Бански старец)",banski-starec-%d0%b1%d0%b0%d0%bd%d1%81%d0%ba%d0%b8-%d1%81%d1%82%d0%b0%d1%80%d0%b5%d1%86,draft,https://drycured.com/?post_type=dry_recipe&p=2395,,,BUG-BANSKI-STAREC
2396,"Sastojci (za 5 kg kobasica)",sastojci-za-5-kg-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2396,,,NEP-SASTOJCI-ZA-5-KG
2398,"Traditionele Droge Worst (Klasična suha kobasica)",traditionele-droge-worst-klasicna-suha-kobasica,publish,https://drycured.com/recepti-baza/traditionele-droge-worst-klasicna-suha-kobasica/,,,MD-TRADITIONELE_DROGE_WORST_KLASICNA_SUHA_KOBASICA
2399,"Rookworst (Dimljena kobasica)",rookworst-dimljena-kobasica,publish,https://drycured.com/recepti-baza/rookworst-dimljena-kobasica/,,,MD-ROOKWORST_DIMLJENA_KOBASICA
2402,"Lountza (Λούντζα)",lountza-%ce%bb%ce%bf%cf%8d%ce%bd%cf%84%ce%b6%ce%b1,draft,https://drycured.com/?post_type=dry_recipe&p=2402,,,CIP-LOUNTZA
2403,"Hiromeri (Χοιρομέρι)",hiromeri-%cf%87%ce%bf%ce%b9%cf%81%ce%bf%ce%bc%ce%ad%cf%81%ce%b9,draft,https://drycured.com/?post_type=dry_recipe&p=2403,,,CIP-HIROMERI
2407,"Lounza (Λούντζα) - Dimljena svinjska potrbušina",lounza-%ce%bb%ce%bf%cf%8d%ce%bd%cf%84%ce%b6%ce%b1-dimljena-svinjska-potrbusina,draft,https://drycured.com/?post_type=dry_recipe&p=2407,,,CIP-LOUNZA-DIMLJENA-SVINJSKA-POTRB
2408,"Tsamarella (Τσαμαρέλλα) - Sušena kozletina",tsamarella-%cf%84%cf%83%ce%b1%ce%bc%ce%b1%cf%81%ce%ad%ce%bb%ce%bb%ce%b1-susena-kozletina,draft,https://drycured.com/?post_type=dry_recipe&p=2408,,,CIP-TSAMARELLA-SUSENA-KOZLETINA
2409,"Hiromeri (Χοιρομέρι) - Ciparski pršut",hiromeri-%cf%87%ce%bf%ce%b9%cf%81%ce%bf%ce%bc%ce%ad%cf%81%ce%b9-ciparski-prsut,draft,https://drycured.com/?post_type=dry_recipe&p=2409,,,CIP-HIROMERI-CIPARSKI-PRSUT
2410,"Apohti (Απόχτι) - Dimljeni svinjski file",apohti-%ce%b1%cf%80%cf%8c%cf%87%cf%84%ce%b9-dimljeni-svinjski-file,draft,https://drycured.com/?post_type=dry_recipe&p=2410,,,CIP-APOHTI-DIMLJENI-SVINJSKI-FILE
2411,"Pastourma (Παστουρμάς) - Ciparski začinjeni sušeni goveđi file",pastourma-%cf%80%ce%b1%cf%83%cf%84%ce%bf%cf%85%cf%81%ce%bc%ce%ac%cf%82-ciparski-zacinjeni-suseni-govedi-file,draft,https://drycured.com/?post_type=dry_recipe&p=2411,,,CIP-PASTOURMA-CIPARSKI-ZACINJENI-S
2412,"?? GRČKA - Tradicionalni recepti za Loukaniko",%f0%9f%87%ac%f0%9f%87%b7-grcka-tradicionalni-recepti-za-loukaniko,draft,https://drycured.com/?post_type=dry_recipe&p=2412,,,NEP-GRCKA-TRADICIONALNI-RECEPTI-ZA
2413,"?? ALBANIJA - Tradicionalni recepti za Salçe",%f0%9f%87%a6%f0%9f%87%b1-albanija-tradicionalni-recepti-za-salce,draft,https://drycured.com/?post_type=dry_recipe&p=2413,,,NEP-ALBANIJA-TRADICIONALNI-RECEPTI
2414,"?? FRANCUSKA - Tradicionalni recepti za saucisson",%f0%9f%87%ab%f0%9f%87%b7-francuska-tradicionalni-recepti-za-saucisson,draft,https://drycured.com/?post_type=dry_recipe&p=2414,,,NEP-FRANCUSKA-TRADICIONALNI-RECEPT
2415,"?? NJEMAČKA - Tradicionalni recepti za Wurst",%f0%9f%87%a9%f0%9f%87%aa-njemacka-tradicionalni-recepti-za-wurst,draft,https://drycured.com/?post_type=dry_recipe&p=2415,,,NEP-NJEMACKA-TRADICIONALNI-RECEPTI
2416,"?? ITALIJA - Tradicionalni recepti za salame",%f0%9f%87%ae%f0%9f%87%b9-italija-tradicionalni-recepti-za-salame,draft,https://drycured.com/?post_type=dry_recipe&p=2416,,,NEP-ITALIJA-TRADICIONALNI-RECEPTI-
2417,"?? PORTUGAL - Tradicionalni recepti za Linguiça",%f0%9f%87%b5%f0%9f%87%b9-portugal-tradicionalni-recepti-za-linguica,draft,https://drycured.com/?post_type=dry_recipe&p=2417,,,NEP-PORTUGAL-TRADICIONALNI-RECEPTI
