post_id,title,slug,status,url,recipe_id,strict_hr_score,type_guess,priority,needs_work_score,has_sections,has_verified_process,has_full_markdown,has_image,source_status,region_hits,product_hits
2239,"Kranjske Kobasice",hr-rec-005,draft,https://drycured.com/?post_type=dry_recipe&p=2239,HR-REC-005,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2240,"Ratarske Kobasice",hr-rec-006,draft,https://drycured.com/?post_type=dry_recipe&p=2240,HR-REC-006,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2242,"Prokupljanske Kobasice",hr-rec-008,draft,https://drycured.com/?post_type=dry_recipe&p=2242,HR-REC-008,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2243,"Vinogradarske Kobasice",hr-rec-009,draft,https://drycured.com/?post_type=dry_recipe&p=2243,HR-REC-009,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2244,"Šestinske Kobasice",hr-rec-010,draft,https://drycured.com/?post_type=dry_recipe&p=2244,HR-REC-010,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2245,"Gračanske Kobasice",hr-rec-011,draft,https://drycured.com/?post_type=dry_recipe&p=2245,HR-REC-011,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2246,"Horgoške Kobasice",hr-rec-012,draft,https://drycured.com/?post_type=dry_recipe&p=2246,HR-REC-012,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2247,"Uskrsne Kobasice",hr-rec-013,draft,https://drycured.com/?post_type=dry_recipe&p=2247,HR-REC-013,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2248,"Kukuruzne Kobasice",hr-rec-014,draft,https://drycured.com/?post_type=dry_recipe&p=2248,HR-REC-014,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2249,"Primorske Kobasice",hr-rec-015,draft,https://drycured.com/?post_type=dry_recipe&p=2249,HR-REC-015,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2252,"Proljetne Kobasice",hr-rec-018,draft,https://drycured.com/?post_type=dry_recipe&p=2252,HR-REC-018,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2253,"Ljetne Kobasice",hr-rec-019,draft,https://drycured.com/?post_type=dry_recipe&p=2253,HR-REC-019,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2254,"Đakovačke Kobasice",hr-rec-020,draft,https://drycured.com/?post_type=dry_recipe&p=2254,HR-REC-020,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2257,"Pokupske Kobasice",hr-rec-023,draft,https://drycured.com/?post_type=dry_recipe&p=2257,HR-REC-023,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2258,"Ljute Kobasice",hr-rec-024,draft,https://drycured.com/?post_type=dry_recipe&p=2258,HR-REC-024,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2259,"Salaške Kobasice",hr-rec-025,draft,https://drycured.com/?post_type=dry_recipe&p=2259,HR-REC-025,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2261,"Slatinske Kobasice",hr-rec-027,draft,https://drycured.com/?post_type=dry_recipe&p=2261,HR-REC-027,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2262,"Kolinjske Kobasice",hr-rec-028,draft,https://drycured.com/?post_type=dry_recipe&p=2262,HR-REC-028,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2263,"Velebitske Kobasice",hr-rec-029,draft,https://drycured.com/?post_type=dry_recipe&p=2263,HR-REC-029,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2264,"Pučke Kobasice",hr-rec-030,draft,https://drycured.com/?post_type=dry_recipe&p=2264,HR-REC-030,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2265,"Domaće Kratke Kobasice",hr-rec-031,draft,https://drycured.com/?post_type=dry_recipe&p=2265,HR-REC-031,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2267,"Roštilj Kobasice",hr-rec-033,draft,https://drycured.com/?post_type=dry_recipe&p=2267,HR-REC-033,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2268,"Seljačke Kobasice",hr-rec-034,draft,https://drycured.com/?post_type=dry_recipe&p=2268,HR-REC-034,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2269,"Starogradske Kobasice",hr-rec-035,draft,https://drycured.com/?post_type=dry_recipe&p=2269,HR-REC-035,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2270,"Začinske Kobasice",hr-rec-036,draft,https://drycured.com/?post_type=dry_recipe&p=2270,HR-REC-036,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2271,"Pivske Kobasice",hr-rec-037,draft,https://drycured.com/?post_type=dry_recipe&p=2271,HR-REC-037,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2272,"Gurmanske Kobasice",hr-rec-038,draft,https://drycured.com/?post_type=dry_recipe&p=2272,HR-REC-038,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2276,"Domaća Salama",hr-rec-042,draft,https://drycured.com/?post_type=dry_recipe&p=2276,HR-REC-042,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2859,"IstARSKA KOBASICA",istarska-kobasica-2,draft,https://drycured.com/?post_type=dry_recipe&p=2859,DRY--5423F8C7,18,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,istarsk,"istarska kobasica"
2189,"Slavonska sušena slanina / Slavonski špek",hr-slv-sla-trad-001,draft,https://drycured.com/?post_type=dry_recipe&p=2189,HR-SLV-SLA-TRAD-001,28,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,slavonsk,
1977,"Creski udić — pršut od ovce",creski-udic-prsut-od-ovce,draft,https://drycured.com/?post_type=dry_recipe&p=1977,HR-CRES-UDIC-001,20,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,,
2224,"Domaći pršut",hr-cjp-prs-001,draft,https://drycured.com/?post_type=dry_recipe&p=2224,HR-CJP-PRS-001,20,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,,
2225,"Suha šunka",hr-cjp-sun-001,draft,https://drycured.com/?post_type=dry_recipe&p=2225,HR-CJP-SUN-001,20,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,,
2226,"Suha lopatica / plećka",hr-cjp-ple-001,draft,https://drycured.com/?post_type=dry_recipe&p=2226,HR-CJP-PLE-001,20,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,,
2228,"Domaća slanina / panceta",hr-cjp-pan-001,draft,https://drycured.com/?post_type=dry_recipe&p=2228,HR-CJP-PAN-001,20,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,,
2229,"Suha vratina",hr-cjp-vra-001,draft,https://drycured.com/?post_type=dry_recipe&p=2229,HR-CJP-VRA-001,20,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,,
2231,"Suha rebra",hr-cjp-reb-001,draft,https://drycured.com/?post_type=dry_recipe&p=2231,HR-CJP-REB-001,20,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,,
2444,"Drniški pršut iz zaleđa (rijetka varijanta)",drniski-prsut-iz-zaleda-rijetka-varijanta,draft,https://drycured.com/?post_type=dry_recipe&p=2444,HRV-DRNISKI-PRSUT-IZ-ZALEA,18,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,drnišk,"drniški pršut"
2230,"Suhi kare / pečenica",hr-cjp-kar-001,draft,https://drycured.com/?post_type=dry_recipe&p=2230,HR-CJP-KAR-001,20,THERMAL_PROCESSED,DRAFT_REVIEW,11,no,no,no,no,,,
2279,"Domaće Pečenice",hr-rec-045,draft,https://drycured.com/?post_type=dry_recipe&p=2279,HR-REC-045,20,THERMAL_PROCESSED,DRAFT_REVIEW,11,no,no,no,no,,,
2280,"Goriške Pečenice",hr-rec-046,draft,https://drycured.com/?post_type=dry_recipe&p=2280,HR-REC-046,20,THERMAL_PROCESSED,DRAFT_REVIEW,11,no,no,no,no,,,
2281,"Obiteljske Pečenice",hr-rec-047,draft,https://drycured.com/?post_type=dry_recipe&p=2281,HR-REC-047,20,THERMAL_PROCESSED,DRAFT_REVIEW,11,no,no,no,no,,,
2282,"Seoske Pečenice",hr-rec-048,draft,https://drycured.com/?post_type=dry_recipe&p=2282,HR-REC-048,20,THERMAL_PROCESSED,DRAFT_REVIEW,11,no,no,no,no,,,
2283,"Krepke Pečenice",hr-rec-049,draft,https://drycured.com/?post_type=dry_recipe&p=2283,HR-REC-049,20,THERMAL_PROCESSED,DRAFT_REVIEW,11,no,no,no,no,,,
2284,"Dijetne Pečenice",hr-rec-050,draft,https://drycured.com/?post_type=dry_recipe&p=2284,HR-REC-050,20,THERMAL_PROCESSED,DRAFT_REVIEW,11,no,no,no,no,,,
2285,"Alpske Pečenice",hr-rec-051,draft,https://drycured.com/?post_type=dry_recipe&p=2285,HR-REC-051,20,THERMAL_PROCESSED,DRAFT_REVIEW,11,no,no,no,no,,,
2287,"Zagorske Krvavice",hr-rec-053,draft,https://drycured.com/?post_type=dry_recipe&p=2287,HR-REC-053,28,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,zagorsk,
2292,"Međimurske Crne Čurke",hr-rec-058,draft,https://drycured.com/?post_type=dry_recipe&p=2292,HR-REC-058,28,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,međimursk,
2293,"Turopoljske Devenice",hr-rec-059,draft,https://drycured.com/?post_type=dry_recipe&p=2293,HR-REC-059,28,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,turopoljsk,
1996,"Tradicionalni suhomesnati proizvodi Slavonije",tradicionalni-suhomesnati-proizvodi-slavonije,draft,https://drycured.com/?post_type=dry_recipe&p=1996,HR-TRADICIONALNI_SUHOMESNATI_PROIZVODI_SLAVON-0021,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,,
1998,"Tradicionalni suhomesnati proizvodi",tradicionalni-suhomesnati-proizvodi,draft,https://drycured.com/?post_type=dry_recipe&p=1998,HR-TRADICIONALNI_SUHOMESNATI_PROIZVODI-0023,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,,
2227,"Svinjska rolanka",hr-cjp-rol-001,draft,https://drycured.com/?post_type=dry_recipe&p=2227,HR-CJP-ROL-001,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,,
2232,"Suhe koljenice",hr-cjp-kol-001,draft,https://drycured.com/?post_type=dry_recipe&p=2232,HR-CJP-KOL-001,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,,
2233,"Suhe nogice i rep",hr-cjp-nor-001,draft,https://drycured.com/?post_type=dry_recipe&p=2233,HR-CJP-NOR-001,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,,
2273,"Domaći Kulin",hr-rec-039,draft,https://drycured.com/?post_type=dry_recipe&p=2273,HR-REC-039,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,,
2274,"Kulinova Seka",hr-rec-040,draft,https://drycured.com/?post_type=dry_recipe&p=2274,HR-REC-040,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,,
2286,"Domaće Krvavice",hr-rec-052,draft,https://drycured.com/?post_type=dry_recipe&p=2286,HR-REC-052,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,,
2288,"Zagrebačke Krvavice",hr-rec-054,draft,https://drycured.com/?post_type=dry_recipe&p=2288,HR-REC-054,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,,
2289,"Domaće Bijele Krvavice",hr-rec-055,draft,https://drycured.com/?post_type=dry_recipe&p=2289,HR-REC-055,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,,
2290,"Pikantne Krvavice",hr-rec-056,draft,https://drycured.com/?post_type=dry_recipe&p=2290,HR-REC-056,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,,
2291,"Dijetne Krvavice",hr-rec-057,draft,https://drycured.com/?post_type=dry_recipe&p=2291,HR-REC-057,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,,
2294,"Domaće Tlačenice",hr-rec-060,draft,https://drycured.com/?post_type=dry_recipe&p=2294,HR-REC-060,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,,
2295,"Domaće Jetrenjače",hr-rec-061,draft,https://drycured.com/?post_type=dry_recipe&p=2295,HR-REC-061,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,,
2548,"Llokum Kosove (Kosovski delikates)",llokum-kosove-kosovski-delikates,draft,https://drycured.com/?post_type=dry_recipe&p=2548,KOS-LLOKUM-KOSOVE-KOSOVSKI-DELIKAT,8,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,lika,
2972,"Slavonski kulen (PDO EU)",hr-sl-001-slavonski-kulen-pdo-eu,publish,https://drycured.com/recepti-baza/hr-sl-001-slavonski-kulen-pdo-eu/,HR-SL-001,38,GROUND_MEAT_OR_CASING,REFERENCE_OR_ALREADY_STRUCTURED,3,yes,yes,yes,no,,slavonsk,"slavonski kulen"
2981,"Slavonska kobasica (ZOI EU 2023)",hr-sl-010-slavonska-kobasica-zoi-eu-2023,publish,https://drycured.com/recepti-baza/hr-sl-010-slavonska-kobasica-zoi-eu-2023/,HR-SL-010,38,GROUND_MEAT_OR_CASING,REFERENCE_OR_ALREADY_STRUCTURED,3,yes,yes,yes,no,,slavonsk,"slavonska kobasica"
2976,"Slavonska domaća kobasica",hr-sl-005-slavonska-domaca-kobasica,publish,https://drycured.com/recepti-baza/hr-sl-005-slavonska-domaca-kobasica/,HR-SL-005,28,GROUND_MEAT_OR_CASING,REFERENCE_OR_ALREADY_STRUCTURED,3,yes,yes,yes,no,,slavonsk,
3524,"PREVIEW CANON — Slavonska domaća kobasica",preview-canon-preview-canon-slavonska-kobasica-src-2976,private,https://drycured.com/?post_type=dry_recipe&p=3524,HR-SL-005,28,GROUND_MEAT_OR_CASING,REFERENCE_OR_ALREADY_STRUCTURED,3,yes,yes,yes,no,,slavonsk,
