"id","title","slug","status","url","words","h2","internal_links","external_links","has_problem_solution","has_seo_title","has_seo_description","has_featured_image","content_type","intent","phase","product","level","content_qa_needed","seo_needed","issues"
"3346","Sezona sušenja i planiranje šarže: kada vrijeme radi za proizvod","sezona-susenja-i-planiranje-sarze","publish","https://drycured.com/2026/06/06/sezona-susenja-i-planiranje-sarze/","1196","21","8","0","1","1","1","0","practical_guide","planning","general_process","general_multiple_products","beginner","0","0",""
"3347","Kako prepoznati dobar miris u sušionici","kako-prepoznati-dobar-miris-u-susionici","publish","https://drycured.com/2026/06/06/kako-prepoznati-dobar-miris-u-susionici/","1228","21","8","0","1","1","1","0","practical_guide","safety","drying_maturation","general_multiple_products","beginner","0","0",""
"3348","Kada je suhomesnati proizvod spreman za pakiranje","kada-je-suhomesnati-proizvod-spreman-za-pakiranje","publish","https://drycured.com/2026/06/06/kada-je-suhomesnati-proizvod-spreman-za-pakiranje/","1184","21","8","0","1","1","1","0","practical_guide","process","storage_packaging","general_multiple_products","intermediate","0","0",""
"3349","pH u fermentiranim kobasicama: što brojka govori, a što ne govori","ph-u-fermentiranim-kobasicama","publish","https://drycured.com/2026/06/06/ph-u-fermentiranim-kobasicama/","1328","21","8","0","1","1","1","0","scientific_explanation","understanding","fermentation","sausages_salami","intermediate","0","0",""
"3350","Šećeri u fermentaciji kobasica: hrana za kulturu, ne slatki dodatak","seceri-u-fermentaciji-kobasica","publish","https://drycured.com/2026/06/06/seceri-u-fermentaciji-kobasica/","1266","21","7","0","1","1","1","0","scientific_explanation","understanding","fermentation","sausages_salami","intermediate","0","0",""
"3351","Prirodna fermentacija i starter kulture: dvije logike istog cilja","prirodna-fermentacija-i-starter-kulture","publish","https://drycured.com/2026/06/06/prirodna-fermentacija-i-starter-kulture/","1279","21","8","0","1","1","1","0","scientific_explanation","understanding","fermentation","sausages_salami","intermediate","0","0",""
"3352","Temperatura fermentacije kobasica: zašto topla prostorija nije uvijek dobra ideja","temperatura-fermentacije-kobasica","publish","https://drycured.com/2026/06/06/temperatura-fermentacije-kobasica/","1322","22","8","0","1","1","1","0","practical_guide","process","fermentation","sausages_salami","intermediate","0","0",""
"3353","Vlaga tijekom fermentacije kobasica: kako sačuvati površinu prije sušenja","vlaga-tijekom-fermentacije-kobasica","publish","https://drycured.com/2026/06/06/vlaga-tijekom-fermentacije-kobasica/","1321","22","9","0","1","1","1","0","practical_guide","process","fermentation","sausages_salami","intermediate","0","0",""
"3354","Što ako fermentacija ne krene: mirna provjera prije panike","sto-ako-fermentacija-ne-krene","publish","https://drycured.com/2026/06/06/sto-ako-fermentacija-ne-krene/","1298","22","7","0","1","1","1","0","troubleshooting","problems","fermentation","sausages_salami","intermediate","0","0",""
"3355","Starter kulture: čuvanje, doziranje i pogreške koje početnik lako napravi","starter-kulture-cuvanje-i-doziranje","publish","https://drycured.com/2026/06/06/starter-kulture-cuvanje-i-doziranje/","1319","22","8","0","1","1","1","0","practical_guide","process","fermentation","sausages_salami","intermediate","0","0",""
"3356","pH metar ili pH trakice u domaćoj proizvodnji: što je dovoljno za početak","ph-metar-ili-ph-trakice-u-domacoj-proizvodnji","publish","https://drycured.com/2026/06/06/ph-metar-ili-ph-trakice-u-domacoj-proizvodnji/","1316","22","7","0","1","1","1","0","practical_guide","tools","fermentation","sausages_salami","beginner","0","0",""
"3357","Vodna aktivnost i gubitak mase: dvije različite stvari koje početnik lako pomiješa","vodna-aktivnost-i-gubitak-mase-zajedno","publish","https://drycured.com/2026/06/06/vodna-aktivnost-i-gubitak-mase-zajedno/","1259","21","7","0","1","1","1","0","scientific_explanation","understanding","drying_maturation","general_multiple_products","intermediate","0","0",""
"3358","Fermentirano ili pokvareno: kako razlikovati dobar proces od opasnog znaka","fermentirano-ili-pokvareno-kako-razlikovati","publish","https://drycured.com/2026/06/06/fermentirano-ili-pokvareno-kako-razlikovati/","1321","22","8","0","1","1","1","0","troubleshooting","safety","fermentation","sausages_salami","beginner","0","0",""
"3359","Kobasica za pečenje ili sušenje: odluka koja se donosi prije mljevenja","kobasica-za-pecenje-ili-susenje","publish","https://drycured.com/2026/06/06/kobasica-za-pecenje-ili-susenje/","1461","24","9","0","1","1","1","0","practical_guide","process","preparation","sausages_salami","beginner","0","0",""
"3360","Kako odabrati prvi suhomesnati proizvod za kućnu proizvodnju","kako-odabrati-prvi-suhomesnati-proizvod","publish","https://drycured.com/2026/06/06/kako-odabrati-prvi-suhomesnati-proizvod/","1423","24","9","0","1","1","1","0","practical_guide","basics","general_process","general_multiple_products","beginner","0","0",""
"3361","Slanina, panceta i špek: praktična razlika za početnike","slanina-panceta-spek-prakticna-razlika","publish","https://drycured.com/2026/06/06/slanina-panceta-spek-prakticna-razlika/","1416","24","9","0","1","1","1","0","scientific_explanation","understanding","general_process","pancetta_bacon","beginner","0","0",""
"3362","Kulen, kulenova seka i domaća kobasica: što je za početnika realno","kulen-kulenova-seka-domaca-kobasica-pocetnik","publish","https://drycured.com/2026/06/06/kulen-kulenova-seka-domaca-kobasica-pocetnik/","1465","25","9","0","1","1","1","0","practical_guide","planning","general_process","sausages_salami","beginner","0","0",""
"3363","Cijeli komadi ili kobasice: kako izabrati prema prostoru, vremenu i iskustvu","cijeli-komadi-ili-kobasice-kako-izabrati","publish","https://drycured.com/2026/06/06/cijeli-komadi-ili-kobasice-kako-izabrati/","1478","25","8","0","1","1","1","0","practical_guide","planning","general_process","general_multiple_products","beginner","0","0",""
"3364","Prvo rezanje suhomesnatog proizvoda: što presjek govori o cijelom procesu","prvo-rezanje-suhomesnatog-proizvoda","publish","https://drycured.com/2026/06/06/prvo-rezanje-suhomesnatog-proizvoda/","1452","25","9","0","1","1","1","0","practical_guide","process","storage_packaging","general_multiple_products","beginner","0","0",""
"3365","Mala degustacija šarže: kako ocijeniti proizvod bez zavaravanja","mala-degustacija-sarze-kako-ocijeniti-proizvod","publish","https://drycured.com/2026/06/06/mala-degustacija-sarze-kako-ocijeniti-proizvod/","1467","25","8","0","1","1","1","0","practical_guide","tools","storage_packaging","general_multiple_products","beginner","0","0",""
"3366","Usporedba dvije šarže: kako učiti iz razlike, a ne iz dojma","usporedba-dvije-sarze-suhomesnatih-proizvoda","publish","https://drycured.com/2026/06/06/usporedba-dvije-sarze-suhomesnatih-proizvoda/","1470","25","8","0","1","1","1","0","practical_guide","tools","general_process","general_multiple_products","intermediate","0","0",""
"3367","Najčešći mitovi o domaćim suhomesnatim proizvodima","najcesci-mitovi-o-domacim-suhomesnatim-proizvodima","publish","https://drycured.com/2026/06/06/najcesci-mitovi-o-domacim-suhomesnatim-proizvodima/","1423","24","8","0","1","1","1","0","general_article","understanding","general_process","general_multiple_products","beginner","0","0",""
"3368","Kuhinjska upotreba suhomesnatih proizvoda bez pretjerivanja","kuhinjska-upotreba-suhomesnatih-proizvoda-bez-pretjerivanja","publish","https://drycured.com/2026/06/06/kuhinjska-upotreba-suhomesnatih-proizvoda-bez-pretjerivanja/","1418","24","9","0","1","1","1","0","practical_guide","inspiration","storage_packaging","general_multiple_products","beginner","0","0",""
