post_id,title,slug,status,url,recipe_id,hr_score,type_guess,priority,needs_work_score,has_sections,has_verified_process,has_full_markdown,has_image,source_status,country_hits,region_hits,product_hits,dossier_hints
3310,"Pazinska kobasica",hr-is-003-pazinska-kobasica,publish,https://drycured.com/recepti-baza/hr-is-003-pazinska-kobasica/,HR-IS-003,63,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem; istarska; pazin; pazinska","slavonska kobasica; domaća kobasica; istarska kobasica; pazinska kobasica; slanina",
3315,"Vrgorački kulen",hr-da-004-vrgoracki-kulen,publish,https://drycured.com/recepti-baza/hr-da-004-vrgoracki-kulen/,HR-DA-004,63,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem; dalmatinski; vrgorac; vrgorački","slavonska kobasica; kulen; domaća kobasica; vrgorački kulen; slanina",
3312,"Sinjska kobasica",hr-da-001-sinjska-kobasica,publish,https://drycured.com/recepti-baza/hr-da-001-sinjska-kobasica/,HR-DA-001,56,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem; sinj; sinjska","slavonska kobasica; domaća kobasica; sinjska kobasica; slanina",
3314,"Hvarska prstena kobasica",hr-da-003-hvarska-prstena-kobasica,publish,https://drycured.com/recepti-baza/hr-da-003-hvarska-prstena-kobasica/,HR-DA-003,56,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem; hvar; hvarska","slavonska kobasica; domaća kobasica; hvarska prstena; slanina",
3308,"Istarska kobasica",hr-is-001-istarska-kobasica,publish,https://drycured.com/recepti-baza/hr-is-001-istarska-kobasica/,HR-IS-001,53,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem; istarska","slavonska kobasica; domaća kobasica; istarska kobasica; slanina",
3311,"Lička kobasica",hr-li-001-licka-kobasica,publish,https://drycured.com/recepti-baza/hr-li-001-licka-kobasica/,HR-LI-001,53,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem; lička","slavonska kobasica; domaća kobasica; lička kobasica; slanina",
3313,"Korčulanska kobasica",hr-da-002-korculanska-kobasica,publish,https://drycured.com/recepti-baza/hr-da-002-korculanska-kobasica/,HR-DA-002,52,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem; korčula; korčulanska","slavonska kobasica; domaća kobasica; slanina",
2977,"Srijemska kobasica (OGP)",hr-sl-006-srijemska-kobasica-ogp,publish,https://drycured.com/recepti-baza/hr-sl-006-srijemska-kobasica-ogp/,HR-SL-006,51,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hrvatski; hr-","slavonski; slavonska; baranja; srijem","slavonski kulen; kulen; slanina",
2973,"Kulenova seka",hr-sl-002-kulenova-seka,publish,https://drycured.com/recepti-baza/hr-sl-002-kulenova-seka/,HR-SL-002,50,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; baranja; srijem","slavonski kulen; kulenova seka; kulen; slanina",
3000,"Slavonska domaća salama",hr-sl-034-slavonska-domaca-salama,publish,https://drycured.com/recepti-baza/hr-sl-034-slavonska-domaca-salama/,HR-SL-034,50,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; kulen; domaća kobasica; slanina",
2975,"Đakovački kulen",hr-sl-004-dakovacki-kulen,publish,https://drycured.com/recepti-baza/hr-sl-004-dakovacki-kulen/,HR-SL-004,46,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; kulen; slanina",
2979,"Baranjska kobasica",hr-sl-008-baranjska-kobasica,publish,https://drycured.com/recepti-baza/hr-sl-008-baranjska-kobasica/,HR-SL-008,46,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonski; slavonska; baranja; srijem","slavonski kulen; kulen; slanina",
3002,"Vinkovačka kobasica",hr-sl-037-vinkovacka-kobasica,publish,https://drycured.com/recepti-baza/hr-sl-037-vinkovacka-kobasica/,HR-SL-037,46,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonski; slavonska; srijem; lika","slavonski kulen; kulen; slanina",
3003,"Slavonska lovačka kobasica (divljač + svinjetina)",hr-sl-038-slavonska-lovacka-kobasica-divljac-svinjetina,publish,https://drycured.com/recepti-baza/hr-sl-038-slavonska-lovacka-kobasica-divljac-svinjetina/,HR-SL-038,46,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; kulen; slanina",
2974,"Baranjski kulen (ZOZP EU)",hr-sl-003-baranjski-kulen-zozp-eu,publish,https://drycured.com/recepti-baza/hr-sl-003-baranjski-kulen-zozp-eu/,HR-SL-003,43,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonski; baranja; srijem","slavonski kulen; kulen; slanina",
2996,"Brodska kobasica (Slavonski Brod)",hr-sl-030-brodska-kobasica-slavonski-brod,publish,https://drycured.com/recepti-baza/hr-sl-030-brodska-kobasica-slavonski-brod/,HR-SL-030,43,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonski; slavonska; srijem","slavonski kulen; kulen; slanina",
2997,"Osječka kobasica",hr-sl-031-osjecka-kobasica,publish,https://drycured.com/recepti-baza/hr-sl-031-osjecka-kobasica/,HR-SL-031,43,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonski; slavonska; srijem","slavonski kulen; kulen; slanina",
3001,"Slavonska čvarkovača (kobasica od čvaraka)",hr-sl-036-slavonska-cvarkovaca-kobasica-od-cvaraka,publish,https://drycured.com/recepti-baza/hr-sl-036-slavonska-cvarkovaca-kobasica-od-cvaraka/,HR-SL-036,42,THERMAL_PROCESSED,PUBLIC_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; kulen",
3010,"Hvarska prstena kobasica",hr-sl-039,private,https://drycured.com/?post_type=dry_recipe&p=3010,,15,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,11,no,no,no,no,,hr-,"hvar; hvarska","hvarska prstena",
3012,"Dalmatinska dimljena slanina",hr-sl-043,private,https://drycured.com/?post_type=dry_recipe&p=3012,,12,WHOLE_CUT,PRIVATE_REVIEW,11,no,no,no,no,,hr-,dalmatinska,slanina,
3005,"Cvelferija kulen — varijanta bez slanine",hr-sl-003,private,https://drycured.com/?post_type=dry_recipe&p=3005,,9,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,11,no,no,no,no,,hr-,,kulen,
3016,"Zagorska tlačenica",hr-sl-091,private,https://drycured.com/?post_type=dry_recipe&p=3016,,9,THERMAL_PROCESSED,PRIVATE_REVIEW,11,no,no,no,no,,hr-,,tlačenica,
3018,"Banovinska tlačenica",hr-sl-115,private,https://drycured.com/?post_type=dry_recipe&p=3018,,9,THERMAL_PROCESSED,PRIVATE_REVIEW,11,no,no,no,no,,hr-,,tlačenica,
3007,"Samoborska salama (županijska robna marka)",hr-sl-025,private,https://drycured.com/?post_type=dry_recipe&p=3007,,8,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,11,no,no,no,no,,hr-,samobor,,
3008,"Dalmatinska suha šunka",hr-sl-034,private,https://drycured.com/?post_type=dry_recipe&p=3008,,8,WHOLE_CUT,PRIVATE_REVIEW,11,no,no,no,no,,hr-,dalmatinska,,
3009,"Dalmatinska suha kobasica",hr-sl-038,private,https://drycured.com/?post_type=dry_recipe&p=3009,,8,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,11,no,no,no,no,,hr-,dalmatinska,,
3011,"Sinjaška kobasica (Cetinska krajina)",hr-sl-040,private,https://drycured.com/?post_type=dry_recipe&p=3011,,8,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,11,no,no,no,no,,hr-,sinj,,
3013,"Istarska špaleta (suha plećka)",hr-sl-067,private,https://drycured.com/?post_type=dry_recipe&p=3013,,8,WHOLE_CUT,PRIVATE_REVIEW,11,no,no,no,no,,hr-,istarska,,
2073,"Kistanje Začinjena Panceta (Specifični sušeni vrat)",kistanje-zacinjena-panceta-specificni-suseni-vrat,private,https://drycured.com/?post_type=dry_recipe&p=2073,MD-KISTANJE_ZACINJENA_PANCETA_SPECIFICNI_SUSENI_VRAT,16,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,"panceta; sušeni vrat",
2777,"Kulen iz Požeške doline - Specijalna varijanta s divljim začinima",kulen-iz-pozeske-doline-specijalna-varijanta-s-divljim-zacinima,private,https://drycured.com/?post_type=dry_recipe&p=2777,MD-KULEN_IZ_POZESKE_DOLINE_SPECIJALNA_VARIJANTA_S_DIVLJIM_ZACINIMA,15,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,"slavonija; slavonska",kulen,
2472,"Oxford Brawn (hladetina od svinjske glave)",oxford-brawn-hladetina-od-svinjske-glave,private,https://drycured.com/?post_type=dry_recipe&p=2472,MD-OXFORD_BRAWN_HLADETINA_OD_SVINJSKE_GLAVE,12,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,tlačenica,
2477,"Sült (Hladetina od svinjskog mesa)",sult-hladetina-od-svinjskog-mesa,private,https://drycured.com/?post_type=dry_recipe&p=2477,MD-SULT_HLADETINA_OD_SVINJSKOG_MESA,12,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,tlačenica,
2550,"Gospićki Vjetromet (Specifični mesni naresak)",gospicki-vjetromet-specificni-mesni-naresak,private,https://drycured.com/?post_type=dry_recipe&p=2550,MD-GOSPICKI_VJETROMET_SPECIFICNI_MESNI_NARESAK,12,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,slanina,
2716,"Dolenjska tlačenka (prezvuršt)",dolenjska-tlacenka-prezvurst,private,https://drycured.com/?post_type=dry_recipe&p=2716,MD-DOLENJSKA_TLACENKA_PREZVURST,12,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,tlačenica,
3231,"Kholodets (Холодець) - Hladetina od mesa",kholodets-hladetina-od-mesa,private,https://drycured.com/?post_type=dry_recipe&p=3231,MD-KHOLODETS_HLADETINA_OD_MESA,12,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,tlačenica,
2083,"Gračac Začinjena Panceta (Specifični sušeni vrat)",gracac-zacinjena-panceta-specificni-suseni-vrat,private,https://drycured.com/?post_type=dry_recipe&p=2083,MD-GRACAC_ZACINJENA_PANCETA_SPECIFICNI_SUSENI_VRAT,11,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,"panceta; sušeni vrat",
2439,"Šibenski Vjetrenjak",sibenski-vjetrenjak,private,https://drycured.com/?post_type=dry_recipe&p=2439,MD-SIBENSKI_VJETRENJAK,11,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,"lika; šibenik",,
2648,"Rovinjski specijalitet od sardele s ružom",rovinjski-specijalitet-od-sardele-s-ruzom,private,https://drycured.com/?post_type=dry_recipe&p=2648,MD-ROVINJSKI_SPECIJALITET_OD_SARDELE_S_RUZOM,11,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,"lika; rovinj",,
3184,"Morcela de Assar (Portugalska krvavica za pečenje)",morcela-de-assar-portugalska-krvavica-za-pecenje,private,https://drycured.com/?post_type=dry_recipe&p=3184,MD-MORCELA_DE_ASSAR_PORTUGALSKA_KRVAVICA_ZA_PECENJE,11,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,"slanina; krvavica",
3054,"Rovinjska kobasica",0306-rovinjska-kobasica,private,https://drycured.com/?post_type=dry_recipe&p=3054,,10,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,9,no,no,yes,no,,,"rovinj; rovinjska","rovinjska kobasica",
2044,"NÜRNBERGER BRATWURST (NIRNBERŠKA KOBASICA ZA PEČENJE)",nurnberger-bratwurst-nirnberska-kobasica-za-pecenje,private,https://drycured.com/?post_type=dry_recipe&p=2044,MD-NURNBERGER_BRATWURST_NIRNBERSKA_KOBASICA_ZA_PECENJE,9,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,,slanina,
2700,"Osječka Specijalna Suhomesnata Salama",osjecka-specijalna-suhomesnata-salama,private,https://drycured.com/?post_type=dry_recipe&p=2700,MD-OSJECKA_SPECIJALNA_SUHOMESNATA_SALAMA,9,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,,kulen,
3235,"Pečenice 1.2021 – domaća varijanta",pe-enice-1-2021-doma-a-varijanta,private,https://drycured.com/?post_type=dry_recipe&p=3235,NEW-PECENICE-2021,9,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,,slanina,
2437,"Drniški Začinjeni Vrat s Planine (Specifični mountainski naresak)",drniski-zacinjeni-vrat-s-planine-specificni-mountainski-naresak,private,https://drycured.com/?post_type=dry_recipe&p=2437,MD-DRNISKI_ZACINJENI_VRAT_S_PLANINE_SPECIFICNI_MOUNTAINSKI_NARESAK,8,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,,
2469,"Haslet (tradicionalna engleska pašteta od svinjskih iznutrica)",haslet-tradicionalna-engleska-pasteta-od-svinjskih-iznutrica,private,https://drycured.com/?post_type=dry_recipe&p=2469,MD-HASLET_TRADICIONALNA_ENGLESKA_PASTETA_OD_SVINJSKIH_IZNUTRICA,8,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,,
2551,"Senj Začinski Vrat (Specifični nasoljavani vrat)",senj-zacinski-vrat-specificni-nasoljavani-vrat,private,https://drycured.com/?post_type=dry_recipe&p=2551,MD-SENJ_ZACINSKI_VRAT_SPECIFICNI_NASOLJAVANI_VRAT,8,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,,
2578,"Leverworst (Jetrena pašteta)",leverworst-jetrena-pasteta,private,https://drycured.com/?post_type=dry_recipe&p=2578,MD-LEVERWORST_JETRENA_PASTETA,8,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,,
2605,"Podunavski Specijalni Fermentirani Špek",podunavski-specijalni-fermentirani-spek,private,https://drycured.com/?post_type=dry_recipe&p=2605,MD-PODUNAVSKI_SPECIJALNI_FERMENTIRANI_SPEK,8,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,,
2706,"Tradicijski Baranjski Specijalni Fermentirani Špek",tradicijski-baranjski-specijalni-fermentirani-spek,private,https://drycured.com/?post_type=dry_recipe&p=2706,MD-TRADICIJSKI_BARANJSKI_SPECIJALNI_FERMENTIRANI_SPEK,8,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,,
3130,"Rillettes du Mans (Pašteta od konfitiranog mesa)",rillettes-du-mans-pasteta-od-konfitiranog-mesa,private,https://drycured.com/?post_type=dry_recipe&p=3130,MD-RILLETTES_DU_MANS_PASTETA_OD_KONFITIRANOG_MESA,8,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,,
3165,"Schwarzwaldska šunka s kiselim kupusom i krumpirom",schwarzwaldska-sunka-s-kiselim-kupusom-i-krumpirom,private,https://drycured.com/?post_type=dry_recipe&p=3165,MD-SCHWARZWALDSKA_SUNKA_S_KISELIM_KUPUSOM_I_KRUMPIROM,8,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,,
3177,"Đakovački Specijalni Fermentirani Vrat",akovacki-specijalni-fermentirani-vrat,private,https://drycured.com/?post_type=dry_recipe&p=3177,MD-DAKOVACKI_SPECIJALNI_FERMENTIRANI_VRAT,8,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,,
3209,"Vetchina (Ветчина - Domaća kuhana šunka)",vetchina-domaca-kuhana-sunka,private,https://drycured.com/?post_type=dry_recipe&p=3209,MD-VETCHINA_DOMACA_KUHANA_SUNKA,8,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,hrvatska,lika,,
1995,"Posavska Krvavica sa Šumskim Začinima",posavska-krvavica-sa-sumskim-zacinima,private,https://drycured.com/?post_type=dry_recipe&p=1995,MD-POSAVSKA_KRVAVICA_SA_SUMSKIM_ZACINIMA,7,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,krvavica,
2017,"Drisheen (Tradicionalna irska krvavica od ovčje krvi)",drisheen-tradicionalna-irska-krvavica-od-ovcje-krvi,private,https://drycured.com/?post_type=dry_recipe&p=2017,MD-DRISHEEN_TRADICIONALNA_IRSKA_KRVAVICA_OD_OVCJE_KRVI,7,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,krvavica,
2035,"Tradicionalna irska krvavica (Black Pudding)",tradicionalna-irska-krvavica-black-pudding,private,https://drycured.com/?post_type=dry_recipe&p=2035,MD-TRADICIONALNA_IRSKA_KRVAVICA_BLACK_PUDDING,7,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,krvavica,
2036,"Irska bijela krvavica (White Pudding)",irska-bijela-krvavica-white-pudding,private,https://drycured.com/?post_type=dry_recipe&p=2036,MD-IRSKA_BIJELA_KRVAVICA_WHITE_PUDDING,7,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,krvavica,
2074,"Petrovo Polje Začinska Slanina (Specifični začinjeni komad)",petrovo-polje-zacinska-slanina-specificni-zacinjeni-komad,private,https://drycured.com/?post_type=dry_recipe&p=2074,MD-PETROVO_POLJE_ZACINSKA_SLANINA_SPECIFICNI_ZACINJENI_KOMAD,7,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,slanina,
2084,"Plitvice Začinska Slanina (Specifični začinjeni komad)",plitvice-zacinska-slanina-specificni-zacinjeni-komad,private,https://drycured.com/?post_type=dry_recipe&p=2084,MD-PLITVICE_ZACINSKA_SLANINA_SPECIFICNI_ZACINJENI_KOMAD,7,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,slanina,
2087,"Podravska Krvavica",podravska-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=2087,MD-PODRAVSKA_KRVAVICA,7,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,krvavica,
2090,"KASZANKA (POLJSKA KRVAVICA)",kaszanka-poljska-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=2090,MD-KASZANKA_POLJSKA_KRVAVICA,7,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,krvavica,
2091,"Morcela de Assar (Krvavica za Pečenje)",morcela-de-assar-krvavica-za-pecenje,private,https://drycured.com/?post_type=dry_recipe&p=2091,MD-MORCELA_DE_ASSAR_KRVAVICA_ZA_PECENJE,7,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,krvavica,
2433,"Crnogorska pečenica",crnogorska-pecenica,private,https://drycured.com/?post_type=dry_recipe&p=2433,MD-CRNOGORSKA_PECENICA,7,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,pečenica,
2455,"Sylte (Danska hladetina od svinjske glave)",sylte-danska-hladetina-od-svinjske-glave,private,https://drycured.com/?post_type=dry_recipe&p=2455,MD-SYLTE_DANSKA_HLADETINA_OD_SVINJSKE_GLAVE,7,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,tlačenica,
2531,"Slátur (Islandska krvavica)",slatur-islandska-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=2531,MD-SLATUR_ISLANDSKA_KRVAVICA,7,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,,istra,krvavica,
2615,"SALCESON OZORKOWY (POLJSKA TLAČENICA)",salceson-ozorkowy-poljska-tlacenica,private,https://drycured.com/?post_type=dry_recipe&p=2615,MD-SALCESON_OZORKOWY_POLJSKA_TLACENICA,7,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,tlačenica,
2619,"POLĘDWICA SOPOCKA (SUŠENA SVINJSKA PEČENICA)",poledwica-sopocka-susena-svinjska-pecenica,private,https://drycured.com/?post_type=dry_recipe&p=2619,MD-POL_DWICA_SOPOCKA_SUSENA_SVINJSKA_PECENICA,7,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,pečenica,
2669,"TOBĂ (Tradidicionalna rumunjska tlačenica)",toba-tradidicionalna-rumunjska-tlacenica,private,https://drycured.com/?post_type=dry_recipe&p=2669,MD-TOB_TRADIDICIONALNA_RUMUNJSKA_TLACENICA,7,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,tlačenica,
2685,"ŠKOTSKI BLACK PUDDING (KRVAVICA)",skotski-black-pudding-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=2685,MD-SKOTSKI_BLACK_PUDDING_KRVAVICA,7,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,krvavica,
2709,"Huspenina (slovačka hladetina)",huspenina-slovacka-hladetina,private,https://drycured.com/?post_type=dry_recipe&p=2709,MD-HUSPENINA_SLOVACKA_HLADETINA,7,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,tlačenica,
2772,"Pâté de Campagne (Seljački pašteta)",pate-de-campagne-seljacki-pasteta,private,https://drycured.com/?post_type=dry_recipe&p=2772,MD-PATE_DE_CAMPAGNE_SELJACKI_PASTETA,7,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,slanina,
2773,"Boudin Noir (Krvavica)",boudin-noir-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=2773,MD-BOUDIN_NOIR_KRVAVICA,7,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,krvavica,
3113,"Blodpølse (Danska krvavica)",blodplse-danska-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=3113,MD-BLODP_LSE_DANSKA_KRVAVICA,7,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,krvavica,
3123,"Tradicionalni engleski Black Pudding (krvavica)",tradicionalni-engleski-black-pudding-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=3123,MD-TRADICIONALNI_ENGLESKI_BLACK_PUDDING_KRVAVICA,7,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,krvavica,
3186,"Bonus: Schwarzwälder Speck (Crnogorska slanina)",bonus-schwarzwalder-speck-crnogorska-slanina,private,https://drycured.com/?post_type=dry_recipe&p=3186,MD-BONUS_SCHWARZWALDER_SPECK_CRNOGORSKA_SLANINA,7,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,slanina,
3187,"Zalatina (Ζαλατίνα) - Ciparski hladetinasti svinjski narezak",zalatina-ciparski-hladetinasti-svinjski-narezak,private,https://drycured.com/?post_type=dry_recipe&p=3187,MD-ZALATINA_CIPARSKI_HLADETINASTI_SVINJSKI_NAREZAK,7,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,tlačenica,
3220,"Tuzlanski Švargli",tuzlanski-svargli,private,https://drycured.com/?post_type=dry_recipe&p=3220,MD-TUZLANSKI_SVARGLI,7,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,lika,tlačenica,
2438,"Komiški Brudet Narezak",komiski-brudet-narezak,private,https://drycured.com/?post_type=dry_recipe&p=2438,MD-KOMISKI_BRUDET_NAREZAK,6,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,,"dalmatinski; lika",,
2647,"Pazinski specijalitet od kozjeg mesa s kestenom",pazinski-specijalitet-od-kozjeg-mesa-s-kestenom,private,https://drycured.com/?post_type=dry_recipe&p=2647,MD-PAZINSKI_SPECIJALITET_OD_KOZJEG_MESA_S_KESTENOM,6,FISH_OR_SEAFOOD,PRIVATE_REVIEW,9,no,no,yes,no,,,"lika; pazin",,
2987,"Krvavica slavonska",hr-sl-018-krvavica-slavonska,private,https://drycured.com/?post_type=dry_recipe&p=2987,HR-SL-018,50,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; kulen; slanina; krvavica",
2988,"Tlačenica slavonska (švargl)",hr-sl-019-tlacenica-slavonska-svargl,private,https://drycured.com/?post_type=dry_recipe&p=2988,HR-SL-019,50,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; kulen; slanina; tlačenica",
2983,"Slavonska dimljena šunka",hr-sl-014-slavonska-dimljena-sunka,private,https://drycured.com/?post_type=dry_recipe&p=2983,HR-SL-014,49,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem; dalmatinski","slavonski kulen; kulen; dalmatinski pršut",
2978,"Ratarske kobasice",hr-sl-007-ratarske-kobasice,private,https://drycured.com/?post_type=dry_recipe&p=2978,HR-SL-007,46,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonska kobasica; kulen; slanina",
2982,"Slavonska dimljena slanina",hr-sl-012-slavonska-dimljena-slanina,private,https://drycured.com/?post_type=dry_recipe&p=2982,HR-SL-012,46,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; kulen; slanina",
2986,"Slavonska jetrena kobasica",hr-sl-017-slavonska-jetrena-kobasica,private,https://drycured.com/?post_type=dry_recipe&p=2986,HR-SL-017,46,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; kulen; slanina",
2998,"Slavonska krvavica od prosa (bijela)",hr-sl-032-slavonska-krvavica-od-prosa-bijela,private,https://drycured.com/?post_type=dry_recipe&p=2998,HR-SL-032,46,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; kulen; krvavica",
